200  6  1
6
	0	66	1	36	2	56	3	80	4	90	5	76
	0	17	1	19	2	34	3	93	4	18	5	29
	0	37	1	88	2	94	3	30	4	53	5	46
	0	16	1	94	2	34	3	66	4	35	5	84
	0	67	1	52	2	7	3	93	4	34	5	54
	0	27	1	62	2	21	3	3	4	69	5	38
	0	79	1	67	2	74	3	10	4	20	5	17
	0	65	1	36	2	99	3	89	4	71	5	28
	0	16	1	81	2	81	3	98	4	40	5	19
	0	67	1	45	2	31	3	66	4	50	5	50
	0	27	1	87	2	96	3	14	4	8	5	78
	0	56	1	49	2	59	3	11	4	2	5	9
	0	97	1	79	2	17	3	13	4	29	5	20
	0	36	1	23	2	64	3	63	4	53	5	46
	0	82	1	30	2	40	3	86	4	44	5	78
	0	35	1	80	2	100	3	74	4	9	5	71
	0	12	1	21	2	9	3	15	4	19	5	97
	0	35	1	22	2	96	3	71	4	9	5	74
	0	84	1	95	2	33	3	80	4	12	5	95
	0	50	1	53	2	19	3	19	4	50	5	16
	0	41	1	97	2	95	3	85	4	48	5	33
	0	48	1	73	2	25	3	32	4	16	5	13
	0	33	1	27	2	78	3	12	4	5	5	70
	0	22	1	59	2	49	3	87	4	29	5	66
	0	81	1	23	2	80	3	8	4	89	5	23
	0	60	1	96	2	14	3	22	4	9	5	94
	0	2	1	47	2	13	3	62	4	48	5	51
	0	62	1	96	2	57	3	20	4	6	5	89
	0	70	1	45	2	83	3	35	4	47	5	38
	0	10	1	48	2	100	3	31	4	51	5	79
	0	16	1	90	2	7	3	39	4	13	5	38
	0	99	1	62	2	22	3	64	4	26	5	83
	0	88	1	56	2	23	3	95	4	28	5	7
	0	63	1	17	2	95	3	51	4	61	5	94
	0	29	1	51	2	82	3	97	4	6	5	41
	0	63	1	10	2	4	3	86	4	95	5	9
	0	45	1	24	2	36	3	70	4	4	5	93
	0	29	1	81	2	62	3	64	4	75	5	16
	0	70	1	33	2	66	3	10	4	42	5	35
	0	74	1	56	2	83	3	93	4	72	5	84
	0	45	1	14	2	12	3	21	4	41	5	86
	0	100	1	21	2	77	3	43	4	31	5	27
	0	74	1	9	2	84	3	4	4	94	5	32
	0	86	1	43	2	86	3	58	4	1	5	36
	0	30	1	31	2	83	3	68	4	26	5	97
	0	27	1	83	2	68	3	53	4	92	5	7
	0	98	1	83	2	68	3	42	4	31	5	50
	0	46	1	65	2	95	3	52	4	72	5	100
	0	14	1	54	2	22	3	36	4	64	5	57
	0	22	1	11	2	36	3	64	4	95	5	2
	0	12	1	58	2	15	3	68	4	36	5	96
	0	88	1	43	2	30	3	83	4	15	5	92
	0	89	1	90	2	85	3	48	4	57	5	25
	0	97	1	20	2	63	3	66	4	40	5	31
	0	73	1	15	2	57	3	5	4	96	5	46
	0	63	1	58	2	23	3	37	4	23	5	14
	0	18	1	23	2	83	3	78	4	71	5	4
	0	28	1	40	2	90	3	93	4	97	5	62
	0	88	1	95	2	81	3	16	4	87	5	41
	0	98	1	41	2	68	3	37	4	2	5	41
	0	3	1	80	2	85	3	61	4	79	5	58
	0	59	1	1	2	89	3	52	4	56	5	39
	0	43	1	83	2	64	3	8	4	31	5	83
	0	79	1	22	2	46	3	92	4	67	5	41
	0	42	1	91	2	44	3	56	4	82	5	37
	0	25	1	89	2	6	3	56	4	3	5	65
	0	28	1	9	2	52	3	6	4	34	5	40
	0	79	1	29	2	45	3	65	4	49	5	71
	0	65	1	69	2	70	3	68	4	22	5	12
	0	19	1	50	2	91	3	69	4	26	5	42
	0	35	1	45	2	63	3	75	4	16	5	55
	0	5	1	49	2	53	3	42	4	50	5	11
	0	45	1	83	2	20	3	26	4	65	5	13
	0	81	1	52	2	6	3	51	4	58	5	68
	0	41	1	15	2	21	3	1	4	4	5	64
	0	83	1	43	2	28	3	6	4	23	5	74
	0	97	1	45	2	26	3	17	4	71	5	73
	0	23	1	99	2	20	3	16	4	43	5	87
	0	69	1	4	2	29	3	28	4	25	5	18
	0	72	1	16	2	61	3	23	4	78	5	50
	0	59	1	7	2	53	3	76	4	46	5	77
	0	83	1	13	2	74	3	86	4	44	5	3
	0	30	1	83	2	59	3	53	4	67	5	14
	0	8	1	45	2	7	3	27	4	29	5	28
	0	48	1	48	2	90	3	32	4	70	5	24
	0	12	1	58	2	43	3	66	4	67	5	39
	0	54	1	31	2	92	3	72	4	30	5	25
	0	83	1	65	2	11	3	16	4	69	5	59
	0	2	1	89	2	69	3	9	4	14	5	86
	0	92	1	31	2	61	3	8	4	34	5	64
	0	92	1	70	2	70	3	87	4	50	5	49
	0	52	1	3	2	4	3	54	4	68	5	80
	0	4	1	98	2	14	3	88	4	29	5	81
	0	81	1	4	2	47	3	96	4	74	5	64
	0	5	1	1	2	94	3	69	4	10	5	53
	0	71	1	84	2	83	3	75	4	16	5	98
	0	81	1	4	2	30	3	18	4	27	5	46
	0	100	1	21	2	93	3	30	4	50	5	84
	0	30	1	50	2	48	3	76	4	33	5	24
	0	70	1	73	2	79	3	2	4	86	5	24
	0	94	1	28	2	13	3	94	4	31	5	21
	0	35	1	57	2	47	3	17	4	19	5	10
	0	38	1	21	2	47	3	26	4	53	5	36
	0	53	1	92	2	95	3	61	4	38	5	66
	0	99	1	4	2	96	3	75	4	18	5	37
	0	87	1	30	2	74	3	69	4	18	5	19
	0	56	1	49	2	34	3	29	4	66	5	11
	0	32	1	79	2	37	3	9	4	40	5	83
	0	97	1	19	2	27	3	76	4	36	5	12
	0	42	1	66	2	92	3	7	4	88	5	85
	0	87	1	66	2	87	3	74	4	66	5	97
	0	90	1	14	2	14	3	68	4	38	5	83
	0	61	1	52	2	77	3	5	4	3	5	50
	0	77	1	26	2	97	3	73	4	24	5	30
	0	98	1	70	2	73	3	69	4	64	5	41
	0	78	1	95	2	33	3	63	4	45	5	92
	0	46	1	25	2	77	3	58	4	91	5	50
	0	94	1	87	2	67	3	43	4	58	5	44
	0	2	1	3	2	29	3	45	4	80	5	79
	0	40	1	69	2	60	3	63	4	61	5	69
	0	80	1	53	2	90	3	73	4	86	5	17
	0	91	1	75	2	46	3	54	4	72	5	58
	0	7	1	30	2	68	3	11	4	25	5	26
	0	73	1	27	2	79	3	37	4	36	5	80
