60  4  1
4
	0	94	1	95	2	51	3	97
	0	94	1	87	2	91	3	86
	0	55	1	81	2	79	3	69
	0	61	1	68	2	66	3	86
	0	54	1	67	2	74	3	71
	0	63	1	51	2	64	3	62
	0	86	1	91	2	96	3	72
	0	86	1	71	2	87	3	51
	0	60	1	84	2	50	3	62
	0	97	1	78	2	69	3	50
	0	88	1	54	2	92	3	81
	0	93	1	93	2	62	3	59
	0	65	1	58	2	75	3	94
	0	89	1	51	2	86	3	75
	0	89	1	65	2	73	3	93
	0	99	1	91	2	66	3	90
	0	93	1	74	2	60	3	94
	0	98	1	86	2	98	3	60
	0	62	1	96	2	54	3	51
	0	52	1	86	2	82	3	60
	0	72	1	77	2	53	3	50
	0	70	1	97	2	89	3	75
	0	80	1	84	2	53	3	56
	0	98	1	81	2	80	3	89
	0	90	1	51	2	64	3	98
	0	66	1	93	2	62	3	51
	0	92	1	86	2	87	3	87
	0	65	1	51	2	66	3	97
	0	72	1	77	2	55	3	87
	0	68	1	68	2	87	3	96
	0	87	1	52	2	60	3	64
	0	56	1	99	2	95	3	56
	0	97	1	96	2	99	3	67
	0	97	1	55	2	69	3	61
	0	73	1	61	2	78	3	63
	0	56	1	53	2	52	3	87
	0	74	1	93	2	52	3	59
	0	52	1	79	2	62	3	98
	0	63	1	74	2	58	3	70
	0	69	1	82	2	61	3	68
	0	54	1	55	2	99	3	72
	0	75	1	51	2	71	3	73
	0	57	1	59	2	53	3	63
	0	70	1	85	2	50	3	92
	0	63	1	97	2	99	3	93
	0	89	1	88	2	75	3	64
	0	78	1	60	2	87	3	73
	0	65	1	92	2	80	3	77
	0	54	1	87	2	96	3	62
	0	56	1	85	2	87	3	55
	0	95	1	96	2	77	3	76
	0	92	1	84	2	94	3	91
	0	53	1	57	2	67	3	95
	0	67	1	91	2	53	3	64
	0	52	1	83	2	65	3	51
	0	97	1	85	2	79	3	81
	0	90	1	63	2	52	3	51
	0	88	1	76	2	85	3	90
	0	71	1	77	2	62	3	54
	0	83	1	74	2	91	3	67
SSD
M0
51	68	65	90	80	96	64	88	91	91	91	57	50	52	78	59	80	91	72	61	63	79	73	74	58	90	50	94	75	72	83	78	96	68	81	74	84	71	73	89	99	59	62	52	91	86	65	66	94	99	61	63	77	65	50	98	81	61	81	53	
85	52	90	53	73	59	93	69	66	96	50	77	60	70	78	79	91	87	80	95	88	91	79	65	72	98	81	88	92	91	68	99	94	86	50	90	85	64	59	96	81	98	83	94	80	86	92	89	56	89	87	85	88	86	68	99	64	72	95	81	
51	67	77	89	50	89	68	65	81	99	72	61	57	92	63	88	55	62	80	69	95	95	71	94	56	56	69	93	79	61	72	64	71	67	76	62	90	92	98	58	87	61	65	71	89	53	53	63	79	83	72	57	71	73	94	51	74	65	59	75	
88	50	66	67	52	66	95	97	65	63	98	72	83	74	80	61	70	54	58	93	83	92	66	94	75	96	97	64	90	91	83	71	88	89	65	85	91	52	89	57	50	91	98	90	89	78	60	66	85	99	76	80	78	88	93	77	82	78	86	88	
86	97	83	95	97	60	95	62	99	95	99	86	98	63	75	95	90	86	95	51	52	59	89	86	79	66	88	60	95	83	58	99	97	84	94	65	87	96	50	52	67	96	70	65	63	52	62	75	90	98	63	51	76	53	69	77	52	77	58	63	
75	63	93	74	61	81	72	62	85	97	57	56	95	58	69	91	64	67	87	54	82	50	63	85	56	58	81	96	92	79	53	84	99	65	88	96	93	51	53	61	64	80	91	83	95	68	62	67	50	73	92	88	69	95	59	57	70	76	73	83	
97	94	53	55	59	75	80	50	85	96	58	60	76	90	61	69	53	51	53	81	64	80	61	79	50	55	53	71	58	50	53	94	96	80	66	99	78	75	95	63	62	99	67	68	66	63	87	75	88	70	72	65	63	59	58	87	68	66	83	90	
80	93	58	97	58	63	56	74	71	86	84	63	93	97	56	71	63	80	57	80	92	86	71	82	90	52	51	78	98	88	54	74	70	82	82	93	50	75	51	99	68	66	89	95	90	91	53	82	67	97	97	71	96	76	79	83	90	69	83	77	
53	69	92	51	58	97	61	91	85	62	98	87	99	89	66	71	58	70	85	94	71	96	57	60	54	89	84	65	78	57	53	74	77	52	92	52	79	76	96	94	65	92	79	82	51	95	99	78	70	97	98	75	96	80	83	81	93	70	71	53	
96	84	97	65	63	54	58	64	73	53	92	93	88	54	82	80	75	78	67	87	52	79	98	99	81	72	85	82	55	77	59	94	98	95	95	65	92	70	98	64	54	75	85	76	75	54	92	86	73	91	93	66	79	53	61	98	58	63	75	98	
