60  4  1
4
	0	78	1	78	2	84	3	79
	0	75	1	89	2	88	3	74
	0	80	1	83	2	65	3	64
	0	78	1	71	2	59	3	71
	0	94	1	73	2	86	3	74
	0	95	1	97	2	56	3	53
	0	87	1	91	2	77	3	97
	0	89	1	87	2	75	3	65
	0	80	1	60	2	67	3	51
	0	85	1	59	2	63	3	70
	0	58	1	74	2	50	3	76
	0	77	1	59	2	78	3	52
	0	68	1	74	2	95	3	89
	0	70	1	86	2	69	3	76
	0	59	1	85	2	71	3	86
	0	61	1	98	2	52	3	66
	0	96	1	54	2	80	3	83
	0	50	1	98	2	94	3	96
	0	65	1	83	2	52	3	50
	0	90	1	59	2	81	3	85
	0	90	1	59	2	86	3	86
	0	85	1	74	2	58	3	74
	0	50	1	59	2	73	3	75
	0	93	1	97	2	65	3	86
	0	89	1	79	2	86	3	82
	0	76	1	67	2	83	3	80
	0	82	1	63	2	84	3	74
	0	92	1	68	2	55	3	97
	0	98	1	70	2	64	3	78
	0	59	1	60	2	62	3	70
	0	85	1	78	2	68	3	92
	0	53	1	70	2	57	3	92
	0	87	1	71	2	88	3	92
	0	75	1	72	2	89	3	83
	0	80	1	85	2	93	3	59
	0	82	1	53	2	97	3	96
	0	65	1	90	2	75	3	68
	0	76	1	79	2	65	3	83
	0	90	1	74	2	74	3	64
	0	80	1	80	2	69	3	53
	0	58	1	80	2	55	3	75
	0	56	1	89	2	90	3	55
	0	99	1	96	2	66	3	69
	0	68	1	85	2	50	3	67
	0	81	1	50	2	80	3	86
	0	61	1	90	2	57	3	93
	0	73	1	69	2	95	3	98
	0	61	1	92	2	91	3	93
	0	92	1	91	2	57	3	61
	0	78	1	62	2	79	3	82
	0	83	1	85	2	68	3	91
	0	60	1	85	2	50	3	51
	0	92	1	61	2	89	3	58
	0	79	1	80	2	66	3	79
	0	52	1	60	2	89	3	88
	0	52	1	54	2	53	3	75
	0	97	1	62	2	78	3	56
	0	66	1	89	2	76	3	51
	0	99	1	63	2	93	3	80
	0	97	1	66	2	64	3	72
SSD
M0
91	56	66	73	85	68	72	67	74	88	57	97	90	59	52	66	90	57	73	63	51	55	94	97	69	86	72	69	70	92	72	61	87	62	90	50	81	50	90	65	70	69	93	97	57	77	61	93	96	58	62	70	63	62	69	96	58	97	91	50	
51	78	59	75	97	62	72	89	67	73	89	82	82	68	67	89	53	72	64	58	85	90	68	77	59	65	94	87	69	90	60	69	86	60	98	97	85	97	90	56	73	69	65	86	63	97	64	84	79	74	71	67	88	74	79	51	82	54	92	76	
79	94	88	87	73	58	59	69	83	99	92	73	67	85	97	51	73	76	65	51	88	70	88	82	58	73	92	58	92	75	68	65	98	72	80	81	77	68	76	83	94	81	79	68	93	87	68	89	71	53	80	96	92	63	91	83	77	61	82	67	
55	53	71	65	66	93	65	82	66	77	54	81	73	83	86	83	86	58	88	53	77	96	90	50	98	55	80	79	83	75	62	72	73	55	57	97	99	85	97	75	87	58	95	55	83	62	93	68	85	97	63	72	81	67	75	51	73	88	52	59	
87	72	53	79	54	71	87	86	91	64	98	71	60	81	81	81	59	56	79	60	63	61	64	67	50	75	83	56	61	61	51	82	80	91	62	89	50	93	66	70	99	79	98	58	69	89	63	83	71	99	69	90	72	87	81	69	51	52	66	69	
91	65	90	79	88	71	63	80	54	62	99	73	98	74	52	59	57	86	54	93	81	88	69	58	74	83	82	70	89	89	62	56	63	54	74	87	60	53	68	72	55	94	62	58	59	76	80	99	75	85	65	72	94	73	88	59	73	83	53	81	
98	85	63	84	99	75	88	93	74	54	83	93	81	62	73	58	72	84	63	59	79	75	74	52	60	99	87	63	54	59	52	56	74	87	57	81	96	77	53	82	99	56	58	85	91	88	80	92	76	79	51	84	74	93	84	50	60	90	71	88	
66	79	72	89	91	74	91	75	93	56	89	79	65	86	76	97	88	63	87	92	75	85	99	88	98	63	79	73	83	99	66	97	87	94	72	78	61	74	55	72	79	87	76	84	74	78	91	60	56	61	84	69	66	54	77	89	83	61	51	56	
92	83	84	88	81	90	77	93	94	63	73	72	81	87	80	59	84	60	64	95	97	65	88	61	55	58	59	76	75	96	61	56	83	94	78	95	98	57	55	59	78	71	56	86	57	72	77	78	64	54	65	89	98	56	58	65	53	58	53	91	
50	63	64	92	57	85	95	62	66	68	90	85	79	97	50	64	74	59	86	84	64	93	79	56	64	93	94	81	84	69	51	62	61	58	59	76	70	73	64	60	60	61	74	81	58	98	94	94	74	75	78	62	73	81	86	60	95	87	77	86	
