400  8  1
8
	0	93	1	38	2	6	3	56	4	87	5	47	6	43	7	78
	0	92	1	46	2	4	3	64	4	33	5	61	6	80	7	21
	0	33	1	9	2	42	3	88	4	17	5	36	6	16	7	10
	0	18	1	71	2	20	3	60	4	64	5	74	6	33	7	95
	0	53	1	29	2	37	3	96	4	41	5	13	6	54	7	38
	0	5	1	19	2	55	3	100	4	55	5	28	6	30	7	90
	0	95	1	66	2	38	3	69	4	84	5	76	6	84	7	76
	0	15	1	90	2	75	3	5	4	38	5	5	6	61	7	82
	0	82	1	65	2	81	3	34	4	52	5	22	6	37	7	57
	0	20	1	36	2	87	3	30	4	11	5	8	6	28	7	13
	0	78	1	92	2	4	3	47	4	2	5	97	6	67	7	33
	0	70	1	97	2	68	3	56	4	5	5	7	6	67	7	90
	0	60	1	76	2	73	3	88	4	6	5	32	6	70	7	63
	0	62	1	55	2	78	3	85	4	51	5	82	6	65	7	74
	0	88	1	59	2	98	3	55	4	24	5	91	6	2	7	11
	0	10	1	69	2	78	3	34	4	55	5	67	6	77	7	77
	0	72	1	31	2	47	3	56	4	69	5	14	6	100	7	35
	0	13	1	24	2	52	3	26	4	57	5	94	6	48	7	57
	0	41	1	82	2	73	3	3	4	81	5	61	6	97	7	87
	0	22	1	73	2	24	3	86	4	10	5	36	6	33	7	6
	0	12	1	38	2	28	3	8	4	91	5	54	6	46	7	2
	0	12	1	80	2	79	3	36	4	43	5	53	6	10	7	50
	0	59	1	12	2	81	3	76	4	91	5	25	6	33	7	94
	0	48	1	64	2	76	3	86	4	28	5	30	6	2	7	39
	0	82	1	43	2	40	3	95	4	4	5	54	6	98	7	47
	0	57	1	47	2	73	3	28	4	54	5	30	6	98	7	42
	0	75	1	42	2	66	3	36	4	52	5	17	6	57	7	14
	0	91	1	89	2	44	3	33	4	95	5	29	6	69	7	40
	0	93	1	33	2	98	3	42	4	24	5	27	6	15	7	4
	0	3	1	41	2	95	3	41	4	72	5	63	6	85	7	23
	0	25	1	1	2	68	3	22	4	46	5	81	6	89	7	82
	0	10	1	81	2	87	3	55	4	33	5	75	6	39	7	77
	0	61	1	33	2	18	3	50	4	49	5	2	6	25	7	58
	0	64	1	64	2	51	3	38	4	10	5	53	6	61	7	84
	0	58	1	60	2	23	3	51	4	37	5	80	6	18	7	83
	0	22	1	63	2	9	3	5	4	96	5	77	6	39	7	15
	0	12	1	6	2	6	3	99	4	59	5	21	6	30	7	45
	0	11	1	10	2	91	3	13	4	11	5	64	6	37	7	20
	0	26	1	27	2	61	3	12	4	74	5	87	6	6	7	56
	0	1	1	47	2	57	3	62	4	71	5	7	6	15	7	25
	0	78	1	57	2	67	3	44	4	20	5	41	6	98	7	53
	0	72	1	61	2	11	3	83	4	56	5	24	6	45	7	24
	0	92	1	50	2	9	3	76	4	86	5	90	6	81	7	88
	0	82	1	34	2	25	3	33	4	78	5	100	6	33	7	76
	0	2	1	27	2	99	3	16	4	77	5	32	6	71	7	23
	0	35	1	86	2	53	3	92	4	54	5	28	6	36	7	94
	0	26	1	16	2	89	3	88	4	86	5	93	6	45	7	21
	0	53	1	16	2	53	3	52	4	69	5	56	6	81	7	42
	0	31	1	98	2	96	3	25	4	60	5	79	6	60	7	46
	0	43	1	47	2	4	3	13	4	49	5	31	6	83	7	28
	0	5	1	50	2	17	3	68	4	70	5	12	6	69	7	48
	0	64	1	71	2	25	3	77	4	29	5	39	6	65	7	96
	0	23	1	90	2	48	3	55	4	80	5	81	6	44	7	64
	0	99	1	92	2	95	3	42	4	19	5	55	6	78	7	24
	0	15	1	18	2	5	3	16	4	16	5	78	6	93	7	10
	0	21	1	68	2	70	3	95	4	77	5	78	6	14	7	13
	0	41	1	62	2	40	3	67	4	34	5	50	6	77	7	73
	0	63	1	58	2	4	3	5	4	73	5	84	6	33	7	85
	0	50	1	23	2	61	3	5	4	87	5	36	6	30	7	5
	0	87	1	64	2	64	3	19	4	63	5	64	6	75	7	71
	0	58	1	14	2	51	3	100	4	99	5	14	6	79	7	18
	0	53	1	73	2	54	3	52	4	53	5	68	6	82	7	12
	0	10	1	8	2	88	3	88	4	27	5	44	6	61	7	79
	0	85	1	5	2	27	3	87	4	72	5	53	6	16	7	48
	0	54	1	82	2	58	3	68	4	35	5	13	6	43	7	98
	0	44	1	53	2	12	3	61	4	35	5	21	6	79	7	11
	0	4	1	56	2	83	3	92	4	62	5	76	6	39	7	29
	0	94	1	28	2	25	3	66	4	19	5	66	6	27	7	23
	0	16	1	43	2	31	3	62	4	87	5	2	6	30	7	61
	0	71	1	4	2	93	3	36	4	25	5	18	6	96	7	87
	0	50	1	88	2	40	3	22	4	2	5	18	6	85	7	7
	0	52	1	58	2	68	3	47	4	54	5	86	6	15	7	79
	0	41	1	14	2	36	3	51	4	80	5	51	6	74	7	7
	0	24	1	19	2	54	3	8	4	66	5	2	6	28	7	47
