400  8  1
8
	0	48	1	100	2	45	3	85	4	3	5	70	6	84	7	99
	0	91	1	91	2	99	3	92	4	39	5	100	6	41	7	64
	0	35	1	38	2	2	3	60	4	31	5	89	6	91	7	41
	0	52	1	30	2	72	3	12	4	76	5	83	6	33	7	73
	0	16	1	7	2	28	3	60	4	7	5	65	6	12	7	17
	0	65	1	49	2	50	3	2	4	2	5	52	6	93	7	17
	0	88	1	25	2	21	3	27	4	6	5	46	6	21	7	91
	0	44	1	98	2	47	3	32	4	99	5	39	6	59	7	20
	0	19	1	87	2	64	3	37	4	85	5	80	6	1	7	47
	0	8	1	78	2	22	3	8	4	16	5	96	6	83	7	76
	0	26	1	8	2	49	3	95	4	49	5	63	6	56	7	85
	0	59	1	82	2	2	3	61	4	32	5	43	6	53	7	41
	0	36	1	69	2	91	3	33	4	21	5	74	6	32	7	16
	0	43	1	39	2	94	3	44	4	30	5	11	6	3	7	26
	0	59	1	61	2	47	3	96	4	10	5	30	6	34	7	53
	0	25	1	59	2	12	3	21	4	63	5	84	6	40	7	94
	0	53	1	24	2	38	3	44	4	81	5	19	6	50	7	5
	0	53	1	77	2	90	3	67	4	24	5	43	6	60	7	52
	0	99	1	97	2	67	3	40	4	23	5	52	6	63	7	73
	0	28	1	96	2	1	3	57	4	15	5	12	6	65	7	42
	0	64	1	59	2	34	3	45	4	16	5	100	6	76	7	42
	0	76	1	30	2	79	3	63	4	14	5	99	6	85	7	40
	0	71	1	70	2	59	3	12	4	4	5	46	6	23	7	76
	0	12	1	50	2	34	3	44	4	45	5	43	6	94	7	47
	0	71	1	20	2	100	3	82	4	58	5	19	6	97	7	10
	0	11	1	23	2	76	3	44	4	46	5	53	6	29	7	81
	0	6	1	69	2	69	3	74	4	51	5	45	6	62	7	46
	0	78	1	64	2	26	3	82	4	40	5	56	6	11	7	74
	0	83	1	94	2	55	3	82	4	22	5	89	6	74	7	43
	0	14	1	71	2	42	3	49	4	100	5	40	6	61	7	64
	0	41	1	27	2	37	3	66	4	47	5	96	6	99	7	16
	0	85	1	73	2	33	3	98	4	22	5	96	6	22	7	89
	0	18	1	6	2	11	3	48	4	7	5	39	6	35	7	26
	0	96	1	76	2	81	3	42	4	89	5	62	6	73	7	80
	0	23	1	13	2	99	3	3	4	57	5	59	6	25	7	73
	0	51	1	1	2	59	3	44	4	44	5	69	6	53	7	59
	0	2	1	20	2	76	3	57	4	94	5	11	6	81	7	95
	0	30	1	32	2	46	3	15	4	57	5	83	6	76	7	24
	0	7	1	34	2	85	3	77	4	27	5	8	6	99	7	55
	0	51	1	59	2	52	3	1	4	94	5	48	6	51	7	53
	0	68	1	39	2	54	3	65	4	45	5	63	6	82	7	39
	0	44	1	21	2	31	3	86	4	84	5	32	6	1	7	90
	0	55	1	40	2	21	3	55	4	88	5	32	6	52	7	49
	0	16	1	49	2	6	3	76	4	91	5	69	6	81	7	43
	0	56	1	6	2	44	3	4	4	9	5	63	6	77	7	98
	0	24	1	13	2	79	3	100	4	81	5	2	6	100	7	74
	0	36	1	16	2	29	3	85	4	52	5	34	6	84	7	98
	0	39	1	61	2	60	3	1	4	88	5	30	6	32	7	99
	0	15	1	1	2	41	3	82	4	14	5	98	6	79	7	62
	0	16	1	68	2	76	3	29	4	90	5	50	6	45	7	75
	0	28	1	89	2	26	3	86	4	17	5	30	6	67	7	92
	0	66	1	74	2	99	3	35	4	71	5	98	6	11	7	97
	0	2	1	46	2	32	3	85	4	73	5	66	6	68	7	76
	0	22	1	34	2	55	3	69	4	90	5	96	6	29	7	92
	0	17	1	24	2	24	3	58	4	59	5	51	6	40	7	77
	0	5	1	57	2	51	3	66	4	56	5	98	6	44	7	12
	0	81	1	100	2	4	3	73	4	81	5	79	6	95	7	33
	0	1	1	51	2	92	3	46	4	89	5	27	6	64	7	27
	0	96	1	24	2	31	3	75	4	42	5	41	6	17	7	46
	0	20	1	68	2	94	3	5	4	95	5	24	6	80	7	20
	0	25	1	60	2	37	3	84	4	15	5	65	6	83	7	79
	0	71	1	45	2	10	3	10	4	30	5	90	6	84	7	81
	0	65	1	33	2	48	3	88	4	9	5	61	6	79	7	47
	0	31	1	52	2	45	3	92	4	72	5	31	6	87	7	100
	0	13	1	66	2	5	3	34	4	36	5	64	6	22	7	13
	0	9	1	32	2	77	3	39	4	88	5	100	6	41	7	60
	0	35	1	32	2	76	3	26	4	86	5	81	6	77	7	79
	0	20	1	46	2	73	3	93	4	3	5	40	6	54	7	32
	0	34	1	93	2	80	3	14	4	89	5	32	6	76	7	83
	0	48	1	18	2	7	3	38	4	71	5	32	6	10	7	69
	0	21	1	44	2	5	3	92	4	85	5	91	6	36	7	91
	0	22	1	75	2	86	3	99	4	38	5	35	6	89	7	98
	0	83	1	57	2	27	3	91	4	98	5	37	6	77	7	90
	0	79	1	95	2	59	3	36	4	19	5	30	6	84	7	16
	0	49	1	27	2	27	3	69	4	98	5	90	6	46	7	84
	0	34	1	51	2	42	3	31	4	59	5	65	6	21	7	81
	0	63	1	13	2	9	3	10	4	73	5	62	6	29	7	87
	0	51	1	49	2	35	3	90	4	7	5	98	6	78	7	9
	0	50	1	82	2	23	3	13	4	100	5	94	6	72	7	13
	0	9	1	78	2	42	3	33	4	81	5	41	6	1	7	65
	0	85	1	55	2	81	3	91	4	7	5	5	6	4	7	77
	0	72	1	51	2	86	3	86	4	40	5	4	6	26	7	59
	0	64	1	47	2	75	3	59	4	49	5	32	6	47	7	82
	0	57	1	48	2	33	3	78	4	51	5	40	6	97	7	38
	0	70	1	15	2	96	3	32	4	73	5	77	6	45	7	16
	0	5	1	62	2	6	3	32	4	58	5	84	6	83	7	79
	0	41	1	99	2	55	3	17	4	88	5	47	6	75	7	46
	0	47	1	42	2	7	3	63	4	50	5	3	6	100	7	86
	0	43	1	67	2	1	3	7	4	30	5	3	6	68	7	11
	0	75	1	34	2	35	3	67	4	33	5	35	6	25	7	81
	0	35	1	55	2	36	3	75	4	39	5	97	6	30	7	14
	0	6	1	29	2	3	3	15	4	92	5	34	6	20	7	99
	0	39	1	19	2	38	3	67	4	18	5	22	6	56	7	20
	0	60	1	5	2	58	3	52	4	69	5	17	6	47	7	81
	0	10	1	71	2	80	3	96	4	9	5	53	6	55	7	45
	0	18	1	69	2	1	3	85	4	23	5	2	6	88	7	69
	0	2	1	24	2	46	3	38	4	59	5	89	6	64	7	54
	0	100	1	4	2	5	3	80	4	5	5	57	6	64	7	97
	0	38	1	40	2	51	3	22	4	89	5	100	6	67	7	50
	0	25	1	10	2	32	3	52	4	22	5	40	6	55	7	87
	0	80	1	69	2	58	3	25	4	61	5	70	6	16	7	74
	0	89	1	49	2	53	3	65	4	10	5	45	6	14	7	45
	0	97	1	97	2	2	3	68	4	50	5	38	6	49	7	92
	0	27	1	89	2	68	3	20	4	100	5	44	6	92	7	49
	0	33	1	84	2	2	3	8	4	11	5	46	6	7	7	94
	0	84	1	46	2	23	3	51	4	89	5	34	6	52	7	47
	0	76	1	14	2	85	3	29	4	48	5	80	6	57	7	84
	0	82	1	32	2	28	3	20	4	3	5	76	6	91	7	49
	0	26	1	35	2	2	3	43	4	82	5	14	6	4	7	78
	0	93	1	92	2	80	3	8	4	76	5	42	6	55	7	23
	0	68	1	3	2	48	3	75	4	21	5	55	6	17	7	92
	0	5	1	55	2	77	3	11	4	8	5	59	6	64	7	85
	0	34	1	29	2	78	3	64	4	28	5	84	6	42	7	42
	0	89	1	71	2	37	3	32	4	41	5	51	6	21	7	97
	0	76	1	16	2	31	3	52	4	89	5	3	6	25	7	34
	0	70	1	62	2	23	3	77	4	25	5	83	6	42	7	56
	0	37	1	10	2	44	3	80	4	85	5	78	6	27	7	56
	0	96	1	57	2	51	3	47	4	86	5	7	6	67	7	93
	0	12	1	41	2	72	3	83	4	57	5	80	6	46	7	77
	0	8	1	46	2	21	3	30	4	97	5	2	6	80	7	62
	0	25	1	65	2	9	3	79	4	75	5	34	6	35	7	38
	0	2	1	14	2	25	3	100	4	45	5	20	6	30	7	37
