400  4  1
4
	0	51	1	38	2	52	3	25
	0	29	1	38	2	9	3	44
	0	6	1	18	2	79	3	21
	0	37	1	53	2	14	3	72
	0	87	1	75	2	60	3	6
	0	38	1	10	2	30	3	100
	0	91	1	24	2	39	3	27
	0	53	1	81	2	80	3	100
	0	16	1	29	2	59	3	22
	0	41	1	73	2	35	3	51
	0	25	1	95	2	26	3	12
	0	5	1	29	2	85	3	23
	0	31	1	16	2	47	3	13
	0	15	1	75	2	1	3	58
	0	20	1	80	2	54	3	47
	0	75	1	29	2	69	3	64
	0	3	1	31	2	7	3	57
	0	15	1	65	2	10	3	7
	0	99	1	81	2	82	3	37
	0	11	1	34	2	83	3	17
	0	48	1	90	2	31	3	59
	0	47	1	38	2	65	3	98
	0	61	1	90	2	36	3	13
	0	94	1	64	2	14	3	39
	0	92	1	74	2	33	3	50
	0	33	1	74	2	13	3	40
	0	53	1	36	2	25	3	28
	0	5	1	48	2	97	3	40
	0	46	1	72	2	71	3	76
	0	84	1	88	2	59	3	48
	0	39	1	30	2	61	3	47
	0	98	1	72	2	39	3	84
	0	69	1	26	2	67	3	96
	0	64	1	71	2	91	3	30
	0	69	1	6	2	79	3	45
	0	67	1	16	2	36	3	77
	0	40	1	74	2	22	3	72
	0	61	1	31	2	93	3	88
	0	43	1	68	2	52	3	96
	0	12	1	5	2	91	3	62
	0	26	1	95	2	37	3	67
	0	57	1	42	2	65	3	6
	0	86	1	28	2	14	3	72
	0	11	1	47	2	31	3	14
	0	53	1	50	2	33	3	35
	0	94	1	83	2	44	3	48
	0	14	1	59	2	76	3	33
	0	90	1	79	2	32	3	34
	0	68	1	29	2	65	3	14
	0	44	1	87	2	22	3	50
	0	2	1	28	2	45	3	21
	0	86	1	12	2	32	3	40
	0	15	1	91	2	48	3	25
	0	80	1	79	2	62	3	13
	0	55	1	49	2	45	3	58
	0	21	1	72	2	50	3	65
	0	2	1	13	2	69	3	61
	0	42	1	22	2	21	3	97
	0	73	1	20	2	32	3	32
	0	69	1	48	2	9	3	46
	0	66	1	27	2	10	3	82
	0	3	1	63	2	66	3	16
	0	25	1	71	2	17	3	98
	0	26	1	29	2	50	3	21
	0	47	1	72	2	62	3	10
	0	47	1	74	2	93	3	31
	0	12	1	7	2	81	3	68
	0	75	1	56	2	53	3	23
	0	52	1	29	2	51	3	22
	0	27	1	96	2	46	3	43
	0	41	1	49	2	95	3	7
	0	60	1	58	2	57	3	71
	0	28	1	71	2	52	3	41
	0	41	1	86	2	36	3	89
	0	90	1	82	2	41	3	22
	0	49	1	1	2	75	3	65
	0	27	1	4	2	5	3	36
	0	99	1	54	2	61	3	32
	0	78	1	95	2	28	3	64
	0	8	1	30	2	18	3	82
	0	77	1	12	2	42	3	8
	0	88	1	14	2	22	3	59
	0	35	1	27	2	11	3	12
	0	68	1	12	2	7	3	67
	0	52	1	1	2	97	3	92
	0	49	1	24	2	43	3	72
	0	69	1	11	2	10	3	76
	0	91	1	80	2	100	3	26
	0	37	1	39	2	31	3	44
	0	35	1	29	2	91	3	82
	0	35	1	13	2	30	3	82
	0	44	1	81	2	1	3	24
	0	99	1	6	2	48	3	37
	0	90	1	9	2	92	3	3
	0	4	1	85	2	79	3	75
	0	62	1	10	2	89	3	75
	0	56	1	32	2	14	3	56
	0	11	1	16	2	53	3	47
	0	33	1	100	2	85	3	4
	0	21	1	65	2	28	3	36
	0	45	1	45	2	76	3	91
	0	19	1	25	2	78	3	17
	0	31	1	99	2	20	3	22
	0	5	1	82	2	93	3	2
	0	90	1	11	2	80	3	30
	0	27	1	73	2	89	3	100
	0	32	1	36	2	10	3	76
	0	75	1	85	2	82	3	1
	0	74	1	83	2	92	3	53
	0	13	1	4	2	43	3	59
	0	58	1	20	2	63	3	2
	0	39	1	25	2	40	3	84
	0	4	1	37	2	14	3	27
	0	80	1	14	2	52	3	33
	0	93	1	60	2	81	3	21
	0	17	1	27	2	74	3	21
	0	81	1	24	2	4	3	98
	0	35	1	91	2	99	3	24
	0	48	1	6	2	82	3	28
	0	14	1	31	2	77	3	96
	0	70	1	8	2	96	3	85
	0	48	1	64	2	62	3	93
	0	32	1	98	2	20	3	91
	0	88	1	39	2	39	3	98
	0	66	1	12	2	15	3	76
	0	28	1	44	2	27	3	57
	0	22	1	4	2	99	3	40
	0	15	1	56	2	72	3	18
	0	67	1	61	2	1	3	19
	0	89	1	65	2	12	3	78
	0	26	1	67	2	96	3	64
	0	63	1	35	2	28	3	38
	0	39	1	27	2	23	3	17
	0	20	1	35	2	80	3	59
	0	60	1	48	2	78	3	3
	0	57	1	21	2	15	3	29
	0	85	1	73	2	100	3	21
	0	49	1	72	2	63	3	37
	0	9	1	71	2	22	3	43
	0	50	1	92	2	16	3	45
	0	16	1	92	2	21	3	24
	0	20	1	53	2	80	3	78
	0	100	1	65	2	32	3	9
	0	91	1	8	2	13	3	12
	0	18	1	59	2	59	3	57
	0	54	1	54	2	50	3	70
	0	71	1	6	2	57	3	60
	0	91	1	51	2	98	3	27
	0	22	1	67	2	97	3	78
	0	22	1	98	2	19	3	17
	0	38	1	66	2	15	3	78
	0	97	1	68	2	96	3	49
	0	70	1	75	2	40	3	72
	0	13	1	94	2	74	3	31
	0	62	1	54	2	5	3	70
	0	58	1	17	2	86	3	94
	0	88	1	51	2	37	3	38
	0	1	1	85	2	62	3	28
	0	25	1	57	2	30	3	55
	0	93	1	12	2	14	3	26
	0	52	1	14	2	99	3	87
	0	17	1	89	2	9	3	22
	0	89	1	87	2	15	3	59
	0	59	1	61	2	16	3	55
	0	56	1	82	2	19	3	36
	0	14	1	44	2	41	3	17
	0	73	1	27	2	24	3	12
	0	24	1	16	2	36	3	27
	0	84	1	10	2	88	3	100
	0	41	1	51	2	99	3	100
	0	17	1	68	2	81	3	37
	0	32	1	15	2	43	3	22
	0	74	1	38	2	18	3	85
	0	4	1	18	2	60	3	39
	0	51	1	58	2	88	3	47
	0	72	1	22	2	52	3	42
	0	91	1	33	2	55	3	84
	0	43	1	4	2	57	3	71
	0	67	1	46	2	43	3	39
	0	49	1	76	2	42	3	10
	0	96	1	35	2	4	3	71
	0	95	1	63	2	94	3	2
	0	85	1	21	2	61	3	86
	0	50	1	33	2	73	3	60
	0	10	1	96	2	42	3	90
	0	64	1	88	2	67	3	94
	0	21	1	61	2	88	3	31
	0	15	1	8	2	9	3	34
	0	87	1	29	2	42	3	57
	0	92	1	52	2	86	3	65
	0	60	1	74	2	25	3	81
	0	4	1	19	2	30	3	72
	0	82	1	48	2	87	3	46
	0	26	1	56	2	85	3	79
	0	17	1	42	2	44	3	2
	0	68	1	34	2	58	3	10
	0	18	1	14	2	92	3	86
	0	86	1	70	2	51	3	41
	0	17	1	65	2	8	3	10
	0	14	1	12	2	73	3	70
	0	57	1	78	2	23	3	54
	0	35	1	77	2	35	3	88
	0	51	1	6	2	88	3	68
	0	78	1	46	2	28	3	56
	0	68	1	25	2	12	3	73
	0	49	1	16	2	75	3	90
	0	56	1	32	2	84	3	77
	0	91	1	9	2	73	3	48
	0	95	1	15	2	79	3	96
	0	81	1	30	2	12	3	34
	0	77	1	61	2	41	3	73
	0	49	1	96	2	73	3	94
	0	25	1	33	2	51	3	11
	0	36	1	5	2	12	3	27
	0	36	1	1	2	71	3	15
	0	80	1	70	2	23	3	3
	0	60	1	26	2	78	3	28
	0	34	1	13	2	82	3	82
	0	5	1	1	2	70	3	86
	0	16	1	3	2	71	3	43
	0	82	1	51	2	56	3	72
	0	85	1	62	2	88	3	18
	0	72	1	87	2	34	3	81
	0	58	1	21	2	34	3	31
	0	26	1	17	2	41	3	83
	0	50	1	34	2	80	3	48
	0	7	1	12	2	86	3	3
	0	49	1	49	2	19	3	27
	0	44	1	29	2	70	3	2
	0	17	1	31	2	100	3	79
	0	37	1	94	2	83	3	59
	0	36	1	51	2	39	3	31
	0	76	1	34	2	81	3	71
	0	66	1	18	2	12	3	1
	0	9	1	67	2	46	3	49
	0	48	1	79	2	34	3	72
	0	20	1	58	2	29	3	24
	0	37	1	67	2	13	3	80
	0	62	1	17	2	71	3	61
	0	57	1	12	2	90	3	4
	0	99	1	60	2	8	3	79
	0	1	1	2	2	55	3	59
	0	95	1	30	2	53	3	71
	0	50	1	3	2	54	3	2
	0	29	1	67	2	66	3	37
	0	29	1	40	2	64	3	41
	0	37	1	37	2	99	3	25
	0	96	1	22	2	59	3	51
	0	91	1	20	2	27	3	70
	0	59	1	37	2	56	3	94
	0	10	1	53	2	54	3	45
	0	20	1	97	2	38	3	46
	0	96	1	23	2	8	3	19
	0	64	1	33	2	60	3	34
	0	7	1	26	2	12	3	15
	0	63	1	61	2	42	3	77
	0	58	1	77	2	39	3	84
	0	24	1	91	2	32	3	28
	0	54	1	76	2	42	3	76
	0	59	1	97	2	63	3	32
	0	57	1	33	2	79	3	22
	0	93	1	45	2	78	3	82
	0	79	1	44	2	2	3	21
	0	99	1	76	2	49	3	86
	0	12	1	31	2	39	3	36
	0	67	1	42	2	70	3	36
	0	85	1	31	2	57	3	90
	0	1	1	6	2	27	3	93
	0	51	1	44	2	97	3	75
	0	52	1	88	2	65	3	60
	0	14	1	42	2	3	3	61
	0	78	1	75	2	17	3	84
	0	75	1	24	2	19	3	20
	0	37	1	86	2	27	3	44
	0	20	1	35	2	80	3	45
	0	10	1	91	2	52	3	59
	0	30	1	42	2	76	3	85
	0	58	1	87	2	40	3	95
	0	33	1	58	2	97	3	79
	0	8	1	31	2	98	3	80
	0	75	1	35	2	65	3	5
	0	70	1	29	2	32	3	29
	0	32	1	98	2	42	3	22
	0	86	1	81	2	74	3	66
	0	50	1	49	2	25	3	34
	0	12	1	83	2	90	3	64
	0	13	1	21	2	11	3	46
	0	28	1	82	2	67	3	84
	0	47	1	83	2	58	3	36
	0	81	1	94	2	83	3	19
	0	54	1	17	2	17	3	30
	0	59	1	72	2	54	3	48
	0	76	1	31	2	47	3	81
	0	97	1	30	2	74	3	98
	0	90	1	46	2	16	3	58
	0	11	1	30	2	20	3	7
	0	37	1	27	2	75	3	37
	0	71	1	18	2	48	3	95
	0	76	1	78	2	23	3	5
	0	94	1	21	2	73	3	43
	0	82	1	88	2	44	3	63
	0	79	1	96	2	21	3	78
	0	59	1	39	2	30	3	39
	0	64	1	39	2	70	3	62
	0	95	1	62	2	90	3	6
	0	23	1	51	2	66	3	90
	0	45	1	56	2	27	3	8
	0	89	1	52	2	29	3	90
	0	49	1	64	2	9	3	91
	0	7	1	64	2	29	3	36
	0	71	1	97	2	16	3	39
	0	23	1	41	2	53	3	63
	0	82	1	25	2	69	3	18
	0	1	1	56	2	48	3	86
	0	67	1	17	2	37	3	28
	0	72	1	50	2	45	3	28
	0	64	1	37	2	33	3	54
	0	13	1	30	2	69	3	58
	0	34	1	2	2	81	3	35
	0	61	1	27	2	26	3	27
	0	65	1	92	2	75	3	27
