400  4  1
4
	0	96	1	20	2	81	3	14
	0	32	1	90	2	10	3	20
	0	85	1	73	2	13	3	29
	0	11	1	44	2	29	3	85
	0	9	1	3	2	47	3	22
	0	79	1	67	2	35	3	86
	0	73	1	63	2	21	3	17
	0	38	1	42	2	22	3	42
	0	34	1	7	2	26	3	77
	0	81	1	42	2	82	3	37
	0	63	1	79	2	60	3	2
	0	93	1	24	2	74	3	90
	0	30	1	62	2	78	3	33
	0	78	1	77	2	91	3	48
	0	29	1	83	2	6	3	68
	0	22	1	34	2	87	3	66
	0	29	1	73	2	51	3	78
	0	88	1	33	2	5	3	15
	0	55	1	87	2	81	3	32
	0	35	1	38	2	74	3	76
	0	8	1	71	2	97	3	31
	0	79	1	16	2	91	3	53
	0	4	1	98	2	73	3	40
	0	74	1	68	2	85	3	88
	0	58	1	48	2	93	3	35
	0	36	1	21	2	58	3	83
	0	86	1	56	2	54	3	54
	0	85	1	67	2	17	3	27
	0	50	1	6	2	61	3	49
	0	32	1	73	2	75	3	30
	0	27	1	86	2	98	3	53
	0	84	1	31	2	41	3	67
	0	8	1	100	2	84	3	45
	0	93	1	76	2	90	3	18
	0	37	1	34	2	3	3	24
	0	25	1	55	2	13	3	27
	0	72	1	81	2	25	3	97
	0	70	1	53	2	50	3	59
	0	82	1	16	2	4	3	56
	0	73	1	75	2	100	3	64
	0	73	1	38	2	50	3	79
	0	7	1	87	2	19	3	52
	0	48	1	57	2	97	3	30
	0	69	1	11	2	92	3	66
	0	97	1	46	2	40	3	59
	0	9	1	73	2	95	3	71
	0	14	1	42	2	57	3	21
	0	98	1	14	2	27	3	43
	0	55	1	7	2	15	3	88
	0	12	1	53	2	33	3	65
	0	17	1	50	2	53	3	82
	0	63	1	7	2	4	3	30
	0	54	1	94	2	49	3	99
	0	50	1	66	2	59	3	48
	0	24	1	9	2	70	3	48
	0	47	1	29	2	7	3	68
	0	64	1	95	2	95	3	97
	0	23	1	89	2	92	3	93
	0	99	1	29	2	29	3	20
	0	88	1	80	2	20	3	10
	0	84	1	56	2	94	3	55
	0	72	1	79	2	62	3	26
	0	72	1	52	2	1	3	65
	0	42	1	63	2	46	3	5
	0	17	1	26	2	3	3	7
	0	39	1	22	2	26	3	20
	0	8	1	95	2	31	3	8
	0	56	1	30	2	30	3	99
	0	32	1	1	2	9	3	42
	0	41	1	71	2	93	3	89
	0	75	1	94	2	53	3	24
	0	35	1	24	2	71	3	22
	0	39	1	65	2	49	3	98
	0	39	1	95	2	35	3	82
	0	13	1	43	2	11	3	37
	0	12	1	22	2	45	3	88
	0	53	1	38	2	26	3	53
	0	4	1	18	2	12	3	76
	0	7	1	46	2	75	3	6
	0	15	1	83	2	26	3	87
	0	65	1	15	2	34	3	24
	0	88	1	66	2	87	3	68
	0	46	1	54	2	64	3	26
	0	36	1	86	2	98	3	74
	0	9	1	14	2	71	3	56
	0	92	1	8	2	49	3	75
	0	1	1	11	2	60	3	17
	0	1	1	77	2	80	3	71
	0	33	1	17	2	59	3	18
	0	33	1	4	2	25	3	19
	0	90	1	99	2	31	3	20
	0	38	1	13	2	40	3	53
	0	69	1	16	2	65	3	96
	0	17	1	43	2	6	3	27
	0	48	1	78	2	47	3	90
	0	45	1	5	2	18	3	47
	0	95	1	54	2	17	3	88
	0	3	1	94	2	59	3	24
	0	93	1	37	2	100	3	90
	0	61	1	61	2	43	3	23
	0	11	1	70	2	25	3	95
	0	76	1	41	2	52	3	24
	0	97	1	28	2	22	3	85
	0	32	1	31	2	49	3	89
	0	5	1	45	2	98	3	19
	0	11	1	34	2	69	3	28
	0	55	1	17	2	3	3	34
	0	83	1	51	2	99	3	83
	0	21	1	42	2	64	3	51
	0	46	1	31	2	30	3	11
	0	53	1	27	2	13	3	87
	0	82	1	84	2	100	3	71
	0	28	1	51	2	87	3	72
	0	50	1	39	2	8	3	24
	0	36	1	78	2	17	3	76
	0	13	1	67	2	21	3	35
	0	92	1	34	2	89	3	39
	0	90	1	59	2	51	3	82
	0	80	1	34	2	95	3	9
	0	44	1	55	2	18	3	71
	0	37	1	69	2	64	3	85
	0	100	1	34	2	97	3	59
	0	56	1	47	2	64	3	67
	0	94	1	60	2	43	3	81
	0	25	1	91	2	2	3	10
	0	51	1	84	2	96	3	83
	0	1	1	96	2	90	3	91
	0	2	1	100	2	72	3	67
	0	12	1	38	2	3	3	74
	0	21	1	60	2	28	3	30
	0	88	1	39	2	13	3	84
	0	100	1	42	2	17	3	25
	0	29	1	94	2	1	3	92
	0	58	1	79	2	19	3	15
	0	95	1	48	2	62	3	99
	0	74	1	41	2	50	3	39
	0	40	1	33	2	77	3	29
	0	55	1	72	2	63	3	87
	0	68	1	60	2	77	3	33
	0	39	1	89	2	18	3	74
	0	20	1	64	2	81	3	90
	0	18	1	30	2	41	3	26
	0	99	1	14	2	23	3	24
	0	7	1	60	2	62	3	69
	0	17	1	71	2	51	3	18
	0	31	1	40	2	35	3	30
	0	86	1	3	2	14	3	43
	0	53	1	45	2	38	3	35
	0	24	1	62	2	30	3	85
	0	27	1	38	2	55	3	18
	0	8	1	10	2	29	3	86
	0	85	1	6	2	36	3	41
	0	47	1	7	2	86	3	85
	0	56	1	46	2	48	3	13
	0	91	1	53	2	29	3	71
	0	14	1	14	2	94	3	16
	0	73	1	87	2	31	3	33
	0	58	1	20	2	24	3	44
	0	77	1	36	2	81	3	30
