400  6  1
6
	0	34	1	3	2	65	3	92	4	23	5	83
	0	38	1	3	2	9	3	63	4	2	5	24
	0	8	1	85	2	90	3	13	4	47	5	28
	0	25	1	34	2	24	3	55	4	68	5	41
	0	79	1	79	2	6	3	21	4	43	5	24
	0	96	1	51	2	75	3	34	4	57	5	60
	0	15	1	48	2	79	3	5	4	6	5	39
	0	87	1	98	2	68	3	3	4	82	5	41
	0	29	1	18	2	48	3	64	4	38	5	37
	0	88	1	60	2	15	3	73	4	50	5	78
	0	30	1	79	2	29	3	11	4	95	5	52
	0	72	1	75	2	14	3	100	4	16	5	94
	0	45	1	58	2	44	3	21	4	43	5	35
	0	30	1	57	2	2	3	30	4	11	5	53
	0	15	1	59	2	10	3	10	4	10	5	65
	0	86	1	10	2	53	3	18	4	11	5	38
	0	95	1	11	2	71	3	81	4	29	5	23
	0	54	1	22	2	75	3	3	4	75	5	51
	0	8	1	87	2	48	3	69	4	99	5	63
	0	1	1	60	2	31	3	35	4	97	5	46
	0	18	1	59	2	16	3	63	4	26	5	54
	0	89	1	16	2	89	3	7	4	11	5	100
	0	52	1	13	2	65	3	94	4	4	5	46
	0	32	1	72	2	68	3	29	4	70	5	89
	0	59	1	57	2	95	3	19	4	45	5	95
	0	83	1	71	2	50	3	44	4	87	5	8
	0	99	1	63	2	34	3	33	4	94	5	71
	0	44	1	29	2	58	3	82	4	93	5	64
	0	96	1	48	2	7	3	94	4	63	5	94
	0	51	1	27	2	32	3	88	4	68	5	40
	0	98	1	83	2	72	3	42	4	73	5	4
	0	92	1	44	2	50	3	86	4	36	5	75
	0	38	1	75	2	16	3	42	4	4	5	55
	0	52	1	41	2	73	3	60	4	40	5	54
	0	65	1	79	2	67	3	99	4	71	5	72
	0	91	1	10	2	13	3	55	4	38	5	66
	0	15	1	7	2	67	3	96	4	94	5	27
	0	5	1	33	2	55	3	32	4	71	5	90
	0	31	1	72	2	27	3	82	4	17	5	22
	0	18	1	15	2	78	3	46	4	12	5	18
	0	42	1	66	2	28	3	95	4	98	5	83
	0	25	1	4	2	60	3	13	4	96	5	17
	0	77	1	55	2	72	3	97	4	88	5	90
	0	47	1	99	2	62	3	86	4	70	5	97
	0	64	1	62	2	71	3	67	4	41	5	21
	0	4	1	3	2	16	3	64	4	41	5	33
	0	42	1	52	2	48	3	66	4	50	5	70
	0	7	1	84	2	78	3	2	4	87	5	59
	0	87	1	39	2	76	3	74	4	3	5	64
	0	9	1	49	2	13	3	98	4	74	5	28
	0	23	1	93	2	77	3	71	4	71	5	99
	0	85	1	43	2	18	3	62	4	91	5	14
	0	86	1	15	2	73	3	2	4	8	5	66
	0	23	1	15	2	11	3	7	4	88	5	95
	0	43	1	88	2	37	3	50	4	15	5	37
	0	49	1	40	2	28	3	17	4	89	5	41
	0	95	1	45	2	11	3	16	4	81	5	27
	0	11	1	63	2	24	3	74	4	13	5	3
	0	13	1	7	2	71	3	59	4	25	5	61
