400  6  1
6
	0	46	1	40	2	50	3	87	4	55	5	80
	0	46	1	8	2	71	3	32	4	51	5	57
	0	37	1	8	2	11	3	14	4	29	5	90
	0	11	1	84	2	10	3	10	4	98	5	26
	0	82	1	52	2	73	3	26	4	31	5	54
	0	7	1	96	2	43	3	51	4	34	5	75
	0	51	1	92	2	35	3	38	4	39	5	12
	0	100	1	62	2	9	3	61	4	49	5	3
	0	96	1	1	2	30	3	62	4	67	5	34
	0	45	1	68	2	64	3	26	4	58	5	2
	0	66	1	24	2	87	3	22	4	69	5	99
	0	96	1	84	2	26	3	50	4	23	5	64
	0	93	1	55	2	19	3	10	4	63	5	58
	0	87	1	7	2	91	3	23	4	34	5	11
	0	47	1	96	2	84	3	88	4	37	5	55
	0	22	1	83	2	91	3	46	4	47	5	79
	0	2	1	16	2	72	3	34	4	65	5	15
	0	88	1	13	2	58	3	19	4	87	5	34
	0	46	1	79	2	16	3	11	4	23	5	30
	0	80	1	65	2	1	3	85	4	52	5	14
	0	30	1	18	2	41	3	91	4	95	5	6
	0	13	1	28	2	27	3	69	4	93	5	22
	0	34	1	58	2	77	3	64	4	14	5	50
	0	28	1	90	2	41	3	69	4	45	5	99
	0	6	1	34	2	24	3	32	4	63	5	6
	0	59	1	26	2	26	3	80	4	37	5	71
	0	100	1	55	2	27	3	30	4	39	5	67
	0	87	1	18	2	82	3	64	4	11	5	48
	0	3	1	86	2	12	3	66	4	62	5	35
	0	3	1	58	2	63	3	90	4	14	5	98
	0	47	1	77	2	83	3	56	4	72	5	99
	0	77	1	99	2	63	3	10	4	57	5	48
	0	40	1	56	2	75	3	74	4	43	5	36
	0	77	1	47	2	21	3	51	4	53	5	74
	0	55	1	52	2	41	3	79	4	26	5	88
	0	96	1	26	2	55	3	30	4	72	5	85
	0	68	1	18	2	75	3	73	4	72	5	50
	0	87	1	46	2	40	3	23	4	77	5	13
	0	33	1	86	2	36	3	94	4	25	5	61
	0	12	1	50	2	1	3	54	4	30	5	49
	0	33	1	59	2	10	3	55	4	66	5	12
	0	47	1	49	2	73	3	72	4	87	5	21
	0	49	1	18	2	23	3	90	4	56	5	93
	0	3	1	38	2	48	3	43	4	15	5	74
	0	26	1	18	2	94	3	62	4	12	5	43
	0	59	1	63	2	29	3	72	4	92	5	100
	0	46	1	83	2	97	3	33	4	4	5	84
	0	18	1	97	2	46	3	22	4	90	5	48
	0	13	1	30	2	63	3	28	4	70	5	50
	0	16	1	25	2	97	3	17	4	51	5	99
	0	33	1	84	2	42	3	11	4	71	5	36
	0	72	1	52	2	42	3	18	4	82	5	75
	0	37	1	67	2	14	3	79	4	51	5	35
	0	36	1	90	2	44	3	37	4	61	5	38
	0	63	1	64	2	9	3	33	4	66	5	37
	0	77	1	81	2	43	3	5	4	9	5	91
	0	19	1	99	2	77	3	81	4	84	5	6
	0	33	1	64	2	5	3	21	4	71	5	74
	0	85	1	91	2	27	3	85	4	92	5	56
	0	94	1	100	2	73	3	54	4	33	5	40
	0	20	1	51	2	15	3	51	4	53	5	99
	0	11	1	98	2	43	3	48	4	28	5	31
	0	85	1	48	2	49	3	40	4	97	5	37
	0	28	1	16	2	98	3	91	4	50	5	6
	0	3	1	69	2	58	3	22	4	30	5	5
	0	100	1	37	2	3	3	17	4	51	5	82
	0	7	1	24	2	21	3	30	4	21	5	8
	0	43	1	25	2	42	3	62	4	2	5	96
	0	62	1	95	2	68	3	64	4	77	5	98
	0	11	1	27	2	35	3	96	4	41	5	90
	0	47	1	17	2	90	3	66	4	18	5	86
	0	18	1	71	2	81	3	100	4	32	5	86
	0	39	1	45	2	32	3	60	4	33	5	78
	0	34	1	75	2	6	3	62	4	21	5	4
	0	39	1	42	2	39	3	23	4	53	5	96
	0	29	1	64	2	18	3	2	4	56	5	22
	0	24	1	94	2	93	3	43	4	85	5	12
	0	55	1	69	2	90	3	62	4	4	5	11
	0	19	1	41	2	55	3	73	4	94	5	96
	0	63	1	48	2	36	3	13	4	82	5	71
	0	28	1	69	2	2	3	83	4	20	5	87
	0	19	1	51	2	39	3	69	4	98	5	48
	0	62	1	9	2	25	3	80	4	75	5	2
	0	62	1	30	2	44	3	11	4	48	5	36
	0	47	1	44	2	14	3	37	4	52	5	67
	0	8	1	49	2	40	3	51	4	35	5	62
	0	16	1	12	2	70	3	51	4	40	5	27
	0	1	1	64	2	86	3	4	4	94	5	24
	0	2	1	48	2	3	3	45	4	36	5	59
	0	64	1	63	2	45	3	41	4	39	5	35
	0	2	1	26	2	5	3	39	4	78	5	19
	0	98	1	91	2	47	3	33	4	73	5	71
	0	60	1	73	2	17	3	96	4	65	5	76
	0	36	1	7	2	90	3	21	4	21	5	59
	0	4	1	73	2	27	3	4	4	25	5	13
	0	50	1	35	2	36	3	73	4	81	5	20
	0	36	1	90	2	59	3	39	4	41	5	19
	0	60	1	12	2	90	3	2	4	3	5	73
	0	40	1	64	2	46	3	36	4	61	5	81
	0	5	1	54	2	42	3	54	4	29	5	61
	0	82	1	72	2	3	3	56	4	36	5	57
	0	68	1	77	2	19	3	17	4	77	5	50
	0	7	1	52	2	33	3	26	4	79	5	96
	0	63	1	53	2	85	3	75	4	37	5	21
	0	49	1	27	2	38	3	88	4	25	5	18
