600  2  1
2
	0	76	1	68
	0	68	1	19
	0	100	1	84
	0	30	1	96
	0	33	1	90
	0	56	1	73
	0	53	1	23
	0	52	1	80
	0	49	1	87
	0	75	1	35
	0	92	1	5
	0	70	1	29
	0	99	1	75
	0	70	1	65
	0	85	1	43
	0	30	1	18
	0	1	1	4
	0	25	1	97
	0	80	1	79
	0	57	1	18
	0	71	1	55
	0	22	1	36
	0	1	1	73
	0	41	1	77
	0	15	1	87
	0	81	1	72
	0	82	1	58
	0	84	1	4
	0	51	1	36
	0	89	1	85
	0	24	1	46
	0	42	1	58
	0	55	1	85
	0	94	1	67
	0	94	1	94
	0	46	1	48
	0	52	1	71
	0	98	1	45
	0	42	1	20
	0	100	1	32
	0	24	1	66
	0	18	1	15
	0	62	1	83
	0	63	1	30
	0	64	1	4
	0	39	1	76
	0	76	1	16
	0	16	1	35
	0	42	1	65
	0	36	1	74
	0	51	1	12
	0	98	1	38
	0	25	1	20
	0	88	1	56
	0	49	1	69
	0	42	1	55
	0	9	1	25
	0	70	1	20
	0	9	1	96
	0	73	1	62
	0	91	1	80
	0	22	1	82
	0	55	1	66
	0	100	1	33
	0	74	1	39
	0	7	1	40
	0	42	1	30
	0	88	1	91
	0	99	1	74
	0	42	1	53
	0	27	1	91
	0	2	1	55
	0	8	1	1
	0	15	1	23
	0	79	1	26
	0	45	1	3
	0	43	1	57
	0	86	1	76
	0	9	1	72
	0	66	1	40
	0	69	1	40
	0	60	1	60
	0	42	1	61
	0	59	1	63
	0	37	1	97
	0	54	1	47
	0	18	1	19
	0	36	1	44
	0	71	1	72
	0	29	1	33
	0	15	1	16
	0	84	1	11
	0	89	1	16
	0	22	1	56
	0	18	1	74
	0	2	1	43
	0	54	1	39
	0	43	1	10
	0	10	1	28
	0	25	1	62
	0	63	1	37
	0	63	1	73
	0	91	1	50
	0	18	1	36
	0	53	1	55
	0	81	1	38
	0	40	1	24
	0	63	1	93
	0	54	1	25
	0	67	1	48
	0	97	1	77
	0	20	1	32
	0	64	1	48
	0	97	1	40
	0	85	1	71
	0	70	1	45
	0	56	1	34
	0	56	1	97
	0	53	1	46
	0	45	1	47
	0	18	1	5
	0	37	1	2
	0	61	1	20
	0	28	1	9
	0	25	1	46
	0	6	1	3
	0	92	1	50
	0	50	1	97
	0	42	1	16
	0	60	1	76
	0	90	1	44
	0	49	1	23
	0	55	1	18
	0	63	1	7
	0	40	1	32
	0	31	1	93
	0	36	1	17
	0	57	1	66
	0	68	1	90
	0	93	1	68
	0	42	1	25
	0	65	1	100
	0	81	1	25
	0	42	1	32
	0	37	1	33
	0	67	1	24
	0	32	1	15
	0	87	1	58
	0	56	1	5
	0	59	1	20
	0	24	1	99
	0	13	1	92
	0	88	1	24
	0	97	1	46
	0	33	1	34
	0	43	1	35
	0	6	1	100
	0	19	1	43
	0	76	1	100
	0	69	1	29
	0	9	1	27
	0	44	1	62
	0	99	1	64
	0	78	1	63
	0	12	1	2
	0	66	1	80
	0	7	1	99
	0	48	1	65
	0	61	1	99
	0	9	1	35
	0	11	1	65
	0	32	1	22
	0	74	1	97
	0	86	1	65
	0	22	1	34
	0	22	1	86
	0	22	1	65
	0	17	1	48
	0	64	1	87
	0	88	1	2
	0	36	1	6
	0	49	1	56
	0	26	1	52
	0	12	1	33
	0	49	1	55
	0	39	1	4
	0	41	1	11
	0	88	1	96
	0	62	1	31
	0	30	1	22
	0	96	1	54
	0	12	1	99
	0	50	1	53
	0	5	1	16
	0	79	1	94
	0	54	1	93
	0	97	1	1
	0	22	1	44
	0	49	1	39
	0	3	1	19
	0	54	1	41
	0	28	1	100
	0	42	1	14
	0	5	1	73
	0	43	1	8
	0	61	1	1
	0	9	1	47
	0	73	1	67
	0	76	1	38
	0	21	1	74
	0	84	1	9
	0	80	1	2
	0	22	1	60
	0	40	1	68
	0	79	1	5
	0	38	1	47
	0	89	1	48
	0	15	1	46
	0	20	1	28
	0	51	1	23
	0	48	1	20
	0	33	1	10
	0	4	1	67
	0	57	1	90
	0	89	1	2
	0	76	1	11
	0	97	1	69
	0	44	1	50
	0	96	1	48
	0	7	1	76
	0	49	1	61
	0	54	1	45
	0	69	1	4
	0	30	1	42
	0	59	1	25
	0	60	1	65
	0	68	1	49
	0	46	1	89
	0	57	1	31
	0	36	1	71
	0	85	1	71
	0	75	1	88
	0	21	1	27
	0	92	1	8
	0	62	1	15
	0	69	1	45
	0	27	1	82
	0	10	1	38
	0	23	1	79
	0	3	1	63
	0	31	1	88
	0	42	1	72
	0	47	1	68
	0	47	1	2
	0	77	1	21
	0	3	1	13
	0	70	1	6
	0	18	1	45
	0	43	1	48
	0	41	1	98
	0	22	1	4
	0	21	1	77
	0	14	1	4
	0	83	1	57
	0	84	1	78
	0	56	1	64
	0	86	1	15
	0	71	1	67
	0	91	1	37
	0	24	1	39
	0	4	1	80
	0	74	1	20
	0	57	1	10
	0	2	1	99
	0	30	1	12
	0	79	1	95
	0	32	1	43
	0	100	1	1
	0	41	1	31
	0	74	1	33
	0	93	1	49
	0	8	1	72
	0	59	1	18
	0	97	1	25
	0	63	1	5
	0	16	1	18
	0	14	1	19
	0	80	1	1
	0	66	1	22
	0	16	1	42
	0	35	1	13
	0	63	1	24
	0	11	1	54
	0	89	1	74
	0	75	1	29
	0	100	1	98
	0	100	1	76
	0	72	1	95
	0	69	1	23
	0	37	1	72
	0	82	1	12
	0	2	1	82
	0	13	1	11
	0	76	1	61
	0	26	1	23
	0	47	1	44
	0	90	1	60
	0	21	1	62
	0	31	1	43
	0	19	1	76
	0	15	1	27
	0	1	1	85
	0	62	1	83
	0	57	1	16
	0	15	1	69
	0	79	1	87
	0	27	1	86
	0	9	1	3
	0	42	1	93
	0	38	1	13
	0	73	1	31
	0	78	1	50
	0	14	1	73
	0	52	1	39
	0	25	1	7
	0	62	1	17
	0	92	1	22
	0	37	1	31
	0	45	1	35
	0	68	1	92
	0	82	1	13
	0	81	1	100
	0	33	1	42
	0	9	1	77
	0	73	1	67
	0	58	1	66
	0	51	1	4
	0	85	1	84
	0	5	1	91
	0	24	1	35
	0	83	1	35
	0	39	1	33
	0	69	1	70
	0	87	1	73
	0	22	1	33
	0	4	1	60
	0	34	1	20
	0	73	1	91
	0	95	1	88
	0	20	1	28
	0	12	1	98
	0	54	1	34
	0	12	1	40
	0	40	1	43
	0	47	1	62
	0	75	1	82
	0	52	1	100
	0	15	1	85
	0	45	1	94
	0	52	1	49
	0	73	1	19
	0	61	1	33
	0	22	1	75
	0	52	1	93
	0	63	1	17
	0	4	1	5
	0	97	1	16
	0	59	1	31
	0	16	1	75
	0	11	1	4
	0	5	1	52
	0	16	1	64
	0	37	1	68
	0	100	1	61
	0	48	1	82
	0	52	1	99
	0	87	1	73
	0	28	1	98
	0	77	1	72
	0	90	1	90
	0	48	1	15
	0	69	1	87
	0	100	1	15
	0	30	1	73
	0	30	1	82
	0	61	1	19
	0	26	1	39
	0	26	1	15
	0	3	1	92
	0	48	1	77
	0	42	1	84
	0	29	1	66
	0	60	1	16
	0	91	1	22
	0	14	1	24
	0	24	1	20
	0	15	1	54
	0	67	1	76
	0	24	1	51
	0	43	1	78
	0	29	1	77
	0	48	1	16
	0	43	1	14
