40  2  1
2
	0	48	1	58
	0	67	1	50
	0	80	1	99
	0	73	1	26
	0	87	1	47
	0	37	1	19
	0	74	1	16
	0	68	1	55
	0	74	1	64
	0	14	1	13
	0	26	1	3
	0	81	1	73
	0	78	1	32
	0	26	1	58
	0	100	1	16
	0	17	1	1
	0	7	1	16
	0	80	1	55
	0	20	1	21
	0	77	1	30
	0	25	1	70
	0	70	1	19
	0	10	1	37
	0	85	1	47
	0	82	1	31
	0	68	1	46
	0	84	1	36
	0	97	1	69
	0	92	1	76
	0	100	1	66
	0	47	1	4
	0	85	1	88
	0	33	1	31
	0	93	1	17
	0	46	1	52
	0	11	1	11
	0	80	1	39
	0	19	1	20
	0	41	1	90
	0	71	1	18
SSD
M0
0	51	45	2	49	10	56	42	21	25	53	27	67	51	46	32	18	34	52	80	47	18	12	60	53	75	27	13	90	49	19	14	47	50	2	26	7	27	51	33	
36	0	28	53	19	49	71	41	42	29	41	36	59	11	34	30	41	6	55	92	18	18	44	20	17	63	1	16	33	53	36	22	47	85	47	14	35	21	67	40	
64	76	0	36	10	50	81	22	47	67	59	4	36	61	27	26	43	5	5	37	92	19	67	23	22	46	43	43	15	50	31	66	42	53	63	41	44	44	90	65	
33	75	22	0	73	85	68	68	5	65	38	79	1	68	82	40	75	68	60	60	71	50	55	6	33	94	15	18	69	8	7	78	40	57	17	72	75	58	96	66	
67	58	34	28	0	56	8	6	68	14	8	29	83	12	36	68	55	49	52	96	37	74	49	2	57	63	77	55	70	18	60	39	23	51	32	67	80	26	76	62	
3	4	21	53	54	0	68	51	72	1	38	71	70	27	9	47	52	36	39	75	49	33	27	36	68	80	51	64	66	66	18	52	63	3	19	53	58	57	4	68	
22	39	13	38	50	64	0	47	31	15	45	75	38	20	37	22	45	19	7	21	1	29	2	49	43	48	30	45	68	63	33	32	38	79	16	38	59	40	65	25	
9	64	29	43	51	34	43	0	54	9	13	71	43	26	31	23	50	44	12	59	38	34	3	51	44	36	31	50	73	53	27	4	29	74	9	72	64	41	71	58	
51	66	25	53	44	56	35	58	0	32	5	77	34	40	36	44	13	67	49	11	62	6	42	65	6	35	28	52	61	70	47	46	31	66	44	28	49	51	70	34	
67	67	6	55	39	56	53	36	58	0	23	66	55	12	8	40	62	21	24	68	55	46	68	76	61	65	62	62	51	51	46	39	48	80	4	82	78	58	50	53	
56	69	21	49	52	48	4	51	60	1	0	75	49	27	23	39	21	36	18	75	31	40	19	67	57	59	47	21	66	60	26	15	63	67	13	33	54	57	42	62	
25	61	24	56	6	52	27	76	8	46	73	0	48	72	65	55	26	81	34	56	37	56	85	68	73	75	70	68	57	87	60	68	49	6	64	46	67	64	20	89	
59	54	42	26	36	44	26	84	39	57	36	92	0	83	45	3	11	45	47	70	64	28	44	77	24	79	67	8	24	59	73	43	44	18	68	65	68	21	17	69	
58	29	61	92	7	18	60	29	97	41	32	48	95	0	13	69	45	56	65	91	44	43	49	48	83	87	63	79	57	31	70	1	10	58	59	64	85	83	59	24	
41	14	59	24	76	1	52	43	15	39	22	45	73	64	0	51	45	74	42	65	66	64	31	34	39	83	59	69	72	50	56	30	71	21	27	52	43	8	42	17	
39	38	32	6	16	33	46	64	19	37	16	81	58	63	25	0	44	25	35	50	59	8	24	57	4	62	47	63	49	87	61	23	74	72	51	45	66	1	51	86	
71	70	24	56	24	36	31	94	60	67	75	74	43	67	47	50	0	92	29	82	89	48	54	85	58	61	67	67	82	74	55	49	35	46	81	48	50	31	50	78	
80	57	18	65	70	92	26	71	78	23	51	16	70	49	3	42	59	0	61	14	37	62	83	43	59	90	72	58	7	63	83	76	24	76	35	69	90	60	83	84	
41	56	49	11	34	51	56	82	22	42	34	78	11	37	13	1	18	43	0	37	67	2	42	74	19	21	18	18	41	64	6	41	25	71	38	59	75	19	69	40	
11	21	30	52	34	45	70	56	24	10	40	41	49	1	11	29	40	45	48	0	71	25	70	50	36	17	8	28	75	2	24	28	37	84	28	13	17	47	66	51	
18	13	20	68	68	76	92	51	28	52	87	49	71	58	27	59	78	64	40	89	0	39	39	86	79	28	25	51	90	61	55	80	46	73	68	60	73	77	105	99	
13	43	24	31	54	48	61	54	72	4	41	69	65	30	20	36	23	39	42	86	73	0	68	57	43	69	79	15	41	47	58	35	8	76	22	20	10	54	67	67	
66	63	23	33	38	60	43	53	46	3	40	83	72	29	25	10	71	38	41	77	25	35	0	38	31	78	18	79	68	68	63	50	40	67	21	72	81	28	58	52	
80	11	85	32	97	40	35	63	87	65	76	56	61	89	86	72	94	84	84	96	74	38	52	0	93	97	79	6	49	43	95	19	59	80	83	69	53	90	81	64	
25	74	50	35	58	62	2	80	46	30	15	98	35	56	33	25	42	53	4	61	52	26	17	65	0	10	42	42	28	27	30	56	39	24	48	74	4	43	83	64	
38	43	60	54	58	2	23	85	67	40	64	20	57	46	12	31	64	73	26	58	53	48	38	75	34	0	42	26	87	60	52	46	71	7	58	58	49	49	43	86	
13	70	10	37	50	64	2	3	47	58	50	70	37	63	39	17	21	59	6	63	73	5	58	32	38	9	0	43	67	55	9	27	51	74	8	38	59	35	78	57	
