10  4  1
4
	0	60	1	40	2	20	3	29
	0	71	1	27	2	5	3	2
	0	73	1	61	2	88	3	100
	0	66	1	22	2	5	3	51
	0	52	1	35	2	73	3	66
	0	62	1	58	2	26	3	30
	0	11	1	45	2	27	3	93
	0	38	1	78	2	25	3	54
	0	45	1	99	2	95	3	6
	0	76	1	78	2	87	3	57
SSD
M0
0	6	1	6	6	4	8	7	5	4	
8	0	4	5	7	6	7	7	5	5	
9	3	0	4	2	6	6	3	6	4	
8	1	3	0	7	3	1	1	4	8	
1	4	1	5	0	5	2	8	1	9	
3	3	9	9	5	0	2	3	1	6	
7	9	9	5	5	8	0	7	4	2	
8	9	6	2	4	8	5	0	2	1	
9	3	3	7	9	7	2	7	0	4	
6	8	7	1	9	3	1	1	3	0	
M1
0	3	1	6	2	6	2	5	6	3	
5	0	2	3	5	1	8	1	9	7	
3	1	0	4	1	2	1	1	6	1	
1	1	3	0	8	9	5	3	5	6	
2	9	5	9	0	5	5	2	3	7	
9	4	9	8	8	0	4	8	5	6	
1	7	8	2	7	9	0	9	1	1	
8	1	1	8	8	5	3	0	6	3	
2	1	9	2	8	5	8	8	0	1	
8	6	4	9	5	6	5	3	1	0	
M2
0	4	1	3	9	9	8	7	6	2	
2	0	9	8	7	1	9	3	9	8	
7	5	0	6	9	7	1	7	5	7	
3	1	2	0	1	1	2	5	5	2	
6	8	2	2	0	6	2	9	7	4	
7	1	1	2	8	0	7	5	1	8	
6	8	8	7	7	2	0	8	3	5	
2	2	9	2	4	3	9	0	2	4	
3	3	1	6	1	7	1	2	0	7	
9	4	3	9	6	8	1	6	2	0	
M3
0	2	7	3	6	5	8	2	5	1	
8	0	3	6	4	1	9	3	1	7	
3	4	0	9	1	1	6	3	6	6	
6	1	4	0	6	4	4	6	3	3	
6	6	1	3	0	3	5	1	4	4	
3	4	2	2	7	0	4	6	4	9	
2	7	3	3	8	6	0	3	5	1	
8	2	7	1	8	5	4	0	1	9	
1	5	9	9	6	5	2	8	0	2	
7	5	6	3	9	1	4	5	1	0	
