20  2  1
2
	0	36	1	89
	0	94	1	87
	0	16	1	62
	0	10	1	3
	0	69	1	7
	0	69	1	67
	0	63	1	15
	0	30	1	44
	0	18	1	15
	0	94	1	27
	0	72	1	78
	0	36	1	40
	0	74	1	26
	0	22	1	99
	0	99	1	29
	0	6	1	67
	0	94	1	26
	0	29	1	7
	0	68	1	18
	0	51	1	31
SSD
M0
0	33	45	49	45	42	34	6	33	21	29	45	20	23	34	19	28	19	32	40	
15	0	10	30	28	17	28	8	46	30	34	5	8	6	30	23	13	14	23	19	
3	5	0	4	2	4	18	42	20	15	41	38	8	32	4	8	13	17	18	10	
22	21	10	0	28	30	25	43	6	17	43	31	5	29	19	10	19	12	4	35	
15	17	28	41	0	28	5	6	19	10	5	35	35	27	7	3	4	10	25	14	
25	28	46	31	26	0	7	14	24	24	35	18	28	20	14	25	43	15	17	33	
21	22	2	22	20	22	0	44	2	10	18	27	5	3	22	9	31	18	30	8	
29	31	22	25	40	6	11	0	36	24	12	38	11	41	40	17	32	19	39	39	
15	2	9	29	27	14	33	34	0	31	46	7	14	5	6	33	31	14	43	11	
14	16	43	46	9	12	17	17	26	0	19	16	20	26	23	2	11	11	42	47	
29	31	10	15	28	30	10	43	31	28	0	29	26	20	24	34	39	6	2	35	
14	34	15	35	25	33	36	38	14	26	23	0	26	9	5	21	35	15	21	35	
3	17	19	39	7	28	3	13	35	33	19	16	0	25	39	26	4	10	14	14	
29	32	22	15	40	29	6	37	21	28	19	5	30	0	27	22	44	31	29	7	
30	46	40	20	10	28	5	27	36	27	31	31	2	14	0	32	29	30	34	34	
6	8	35	38	43	19	9	47	36	1	27	45	36	18	33	0	33	3	34	40	
24	28	11	31	29	8	44	12	20	6	27	5	12	33	29	35	0	44	2	12	
8	31	19	28	12	39	10	32	11	1	32	35	28	14	21	29	34	0	34	9	
4	26	28	43	7	37	24	17	48	19	5	44	6	17	48	12	31	21	0	32	
29	31	10	30	7	30	44	35	22	19	3	31	27	45	23	34	4	16	35	0	
M1
0	26	23	39	11	4	31	28	28	23	28	22	19	3	15	21	1	21	28	6	
20	0	24	28	23	26	11	31	10	25	17	17	3	20	11	14	28	9	8	35	
2	4	0	27	7	22	5	17	32	19	27	29	8	24	14	17	28	9	7	23	
11	28	19	0	30	25	11	25	17	20	21	13	10	27	11	8	22	3	16	25	
14	17	5	21	0	25	13	10	37	5	21	15	8	27	26	3	22	3	23	31	
18	21	33	15	30	0	29	36	35	26	24	31	28	12	23	10	34	21	26	20	
14	28	16	20	4	7	0	18	12	16	15	22	19	4	25	14	9	3	26	32	
17	16	6	13	20	14	1	0	28	22	29	29	26	9	27	24	25	19	9	41	
24	22	15	13	3	35	15	12	0	15	22	8	4	34	6	6	5	13	15	35	
24	27	15	26	3	35	19	20	5	0	9	15	18	25	26	13	25	13	6	14	
13	20	26	5	22	1	3	20	25	19	0	21	18	22	19	3	21	2	24	23	
40	27	31	29	19	18	16	28	1	31	26	0	20	30	22	22	21	29	23	41	
23	20	15	20	9	14	29	26	39	21	19	31	0	28	34	19	38	19	7	6	
26	24	34	12	27	31	9	15	9	35	28	25	11	0	13	14	14	18	31	15	
3	4	27	31	30	25	32	20	26	26	27	21	24	13	0	34	28	9	13	27	
15	4	15	1	14	26	15	21	3	24	18	17	6	23	5	0	4	7	20	29	
18	35	18	29	19	29	20	20	1	24	1	17	16	24	22	22	0	7	9	10	
4	21	31	36	32	15	30	15	34	10	11	35	39	17	39	30	12	0	16	40	
15	33	21	2	19	27	16	27	20	22	23	18	15	24	16	13	24	5	0	30	
15	3	32	42	22	1	11	28	36	9	16	44	37	2	5	6	25	6	29	0	
