20  8  1
8
	0	80	1	82	2	86	3	21	4	58	5	16	6	66	7	12
	0	64	1	91	2	43	3	49	4	76	5	15	6	16	7	40
	0	61	1	49	2	79	3	9	4	14	5	1	6	40	7	80
	0	12	1	39	2	25	3	39	4	85	5	51	6	42	7	47
	0	93	1	55	2	34	3	66	4	47	5	18	6	64	7	43
	0	24	1	50	2	87	3	53	4	58	5	79	6	18	7	87
	0	11	1	27	2	92	3	59	4	54	5	32	6	88	7	46
	0	15	1	97	2	50	3	99	4	63	5	58	6	22	7	78
	0	53	1	92	2	10	3	13	4	42	5	31	6	97	7	79
	0	36	1	27	2	5	3	43	4	57	5	93	6	72	7	32
	0	26	1	26	2	71	3	10	4	87	5	74	6	20	7	73
	0	41	1	3	2	36	3	4	4	58	5	82	6	40	7	48
	0	75	1	94	2	10	3	79	4	12	5	34	6	53	7	93
	0	58	1	52	2	35	3	47	4	7	5	57	6	77	7	6
	0	50	1	94	2	32	3	91	4	48	5	39	6	81	7	34
	0	55	1	5	2	21	3	74	4	45	5	32	6	28	7	62
	0	78	1	1	2	26	3	55	4	8	5	20	6	90	7	11
	0	8	1	44	2	60	3	21	4	74	5	40	6	52	7	40
	0	30	1	14	2	90	3	9	4	55	5	53	6	91	7	56
	0	75	1	43	2	84	3	50	4	31	5	82	6	41	7	29
SSD
M0
0	73	62	43	12	62	62	35	11	58	12	9	46	54	69	36	69	26	12	44	
45	0	7	43	37	18	79	43	53	5	55	69	52	57	50	43	44	95	67	43	
55	21	0	43	52	56	32	81	42	83	29	2	51	26	59	62	1	77	49	6	
24	98	35	0	58	74	56	60	1	51	6	28	12	36	15	21	50	52	22	15	
20	16	75	55	0	30	34	10	68	45	58	42	31	47	82	36	64	45	25	53	
37	93	48	1	9	0	69	73	14	45	19	41	25	49	28	13	43	65	35	1	
46	42	57	10	30	81	0	54	23	40	28	50	34	31	37	43	72	58	12	37	
64	23	59	37	22	12	43	0	47	20	55	68	61	33	64	11	79	50	9	28	
36	50	4	45	46	73	90	46	0	52	63	53	69	49	43	72	47	56	10	3	
89	29	78	72	36	70	51	44	60	0	77	85	20	64	61	2	86	77	58	55	
25	71	61	37	33	60	24	33	13	47	0	29	61	42	43	7	31	81	35	6	
12	68	33	55	59	72	90	53	53	77	68	0	79	38	33	79	95	43	77	68	
16	64	7	14	21	3	61	66	8	28	32	11	0	62	15	31	45	2	48	28	
48	67	55	35	55	56	14	29	48	55	53	66	52	0	23	55	65	37	37	61	
58	55	60	22	42	9	83	94	3	78	40	36	46	26	0	30	50	54	56	34	
32	51	21	29	46	13	79	24	42	47	47	28	53	45	31	0	57	20	48	38	
