20  6  1
6
	0	46	1	85	2	11	3	32	4	57	5	59
	0	2	1	77	2	63	3	25	4	36	5	84
	0	96	1	56	2	88	3	29	4	2	5	85
	0	41	1	68	2	68	3	76	4	25	5	28
	0	30	1	77	2	96	3	32	4	36	5	59
	0	21	1	18	2	75	3	65	4	1	5	28
	0	90	1	10	2	79	3	98	4	41	5	11
	0	86	1	62	2	96	3	46	4	23	5	49
	0	43	1	67	2	8	3	50	4	76	5	1
	0	4	1	66	2	81	3	37	4	24	5	79
	0	23	1	78	2	85	3	99	4	38	5	83
	0	40	1	79	2	38	3	66	4	18	5	4
	0	17	1	93	2	52	3	95	4	7	5	11
	0	85	1	88	2	7	3	4	4	57	5	68
	0	8	1	41	2	38	3	77	4	73	5	83
	0	53	1	25	2	45	3	47	4	8	5	74
	0	90	1	59	2	18	3	68	4	14	5	26
	0	99	1	35	2	94	3	21	4	68	5	79
	0	8	1	71	2	66	3	46	4	79	5	62
	0	1	1	22	2	43	3	27	4	69	5	5
SSD
M0
0	18	30	19	43	22	52	19	22	37	28	24	31	15	3	69	52	14	41	13	
41	0	10	13	83	28	50	50	51	45	36	5	11	57	60	80	54	71	57	21	
52	9	0	24	72	29	40	16	28	56	8	16	22	3	32	56	32	43	28	32	
64	78	14	0	60	38	49	57	67	72	68	44	73	37	25	26	77	29	9	80	
44	34	32	49	0	18	6	12	13	7	30	41	47	21	54	56	32	50	64	15	
5	67	23	70	34	0	33	54	39	49	74	19	50	62	50	89	38	61	89	59	
35	28	40	25	48	9	0	42	69	75	42	35	41	62	66	7	66	77	75	51	
39	46	25	26	66	49	34	0	36	30	2	30	9	38	26	43	26	14	15	8	
4	52	29	20	4	12	19	9	0	4	8	25	62	3	32	28	21	43	61	14	
35	44	23	59	49	57	11	1	2	0	21	51	57	48	45	73	28	39	53	6	
50	63	68	63	41	24	9	60	61	55	0	52	31	13	1	57	1	12	34	56	
9	73	25	57	76	63	49	47	77	87	17	0	66	52	40	97	9	26	74	68	
13	77	54	15	76	62	22	47	29	42	15	4	0	51	39	57	36	50	29	52	
49	94	36	50	62	70	7	67	15	62	66	83	107	0	90	62	79	10	100	56	
41	54	59	69	32	15	67	74	56	69	35	55	67	4	0	92	44	3	92	47	
13	28	33	43	67	58	55	45	46	40	27	35	18	60	48	0	15	18	64	16	
14	64	54	79	65	10	59	78	62	73	27	50	53	52	51	23	0	62	57	55	
40	61	28	51	55	85	56	20	53	47	38	40	19	74	62	22	5	0	65	23	
57	61	73	76	48	31	83	90	72	85	51	27	74	20	8	20	60	19	0	63	
30	37	16	52	76	61	38	28	29	23	14	44	50	50	38	91	38	49	71	0	
M1
0	30	53	64	46	28	24	52	44	79	27	43	49	52	101	23	94	36	72	84	
30	0	87	72	12	61	66	29	87	48	71	99	11	76	36	31	40	92	70	80	
56	7	0	69	1	5	39	5	77	8	7	70	37	64	12	52	79	70	23	39	
70	60	109	0	33	16	23	58	40	74	32	12	48	51	67	36	96	83	71	83	
2	47	16	45	0	40	72	17	65	40	10	87	97	91	66	83	47	117	33	51	
36	53	100	70	7	0	16	51	97	88	26	53	41	44	71	29	65	76	64	76	
85	27	105	44	12	33	0	25	75	94	14	104	15	18	89	3	86	50	38	50	
103	91	78	84	59	75	64	0	73	24	42	20	78	49	27	45	61	102	93	68	
84	25	31	45	79	77	89	62	0	74	87	78	7	81	85	47	85	121	12	62	
17	7	69	50	19	39	51	78	80	0	34	33	21	79	86	9	11	49	12	66	
49	19	113	42	28	3	37	72	24	61	0	19	12	57	71	1	71	51	18	17	
86	3	47	41	57	32	66	5	74	34	63	0	78	94	51	37	77	103	91	54	
72	46	8	5	65	68	46	27	71	38	70	36	0	62	4	55	28	32	45	50	
59	33	100	83	67	72	45	80	27	103	5	102	7	0	104	42	44	53	22	87	
50	38	116	16	23	44	1	36	68	57	25	62	26	29	0	14	43	61	25	30	
59	21	117	16	30	5	17	52	102	110	15	76	16	45	61	0	58	77	65	68	
55	49	23	73	49	24	58	8	10	64	68	57	24	60	16	50	0	18	10	20	
55	44	62	89	26	1	35	70	52	55	45	72	60	63	90	48	84	0	83	50	
69	61	104	38	29	15	49	84	91	10	55	86	56	41	73	15	22	61	0	54	
13	77	85	41	11	48	66	99	16	22	90	69	90	18	32	76	32	109	69	0	
M2
0	37	41	30	47	79	79	29	69	29	30	83	48	21	29	6	52	68	22	55	
69	0	39	28	66	66	102	51	26	66	28	74	10	19	27	65	64	51	41	35	
59	58	0	99	92	60	123	74	67	29	95	122	32	91	13	76	86	52	80	75	
29	19	69	0	36	26	84	39	66	22	54	9	88	61	25	46	46	64	31	10	
52	71	43	66	0	6	10	1	28	26	44	63	58	67	8	66	27	33	73	24	
57	42	80	11	1	0	6	16	101	28	54	9	80	85	86	46	42	86	69	84	
72	46	47	41	49	5	0	64	79	42	32	89	66	32	3	78	77	42	54	76	
70	52	38	64	70	66	13	0	95	51	44	18	43	102	12	72	25	9	94	67	
35	35	7	40	32	100	83	56	0	75	40	81	22	31	39	52	68	78	53	88	
87	19	23	12	83	42	45	6	60	0	12	49	60	3	11	23	48	50	20	4	
55	26	5	65	31	67	73	95	62	95	0	109	28	87	95	59	105	31	88	65	
58	62	33	17	14	51	99	78	58	37	7	0	61	46	54	75	74	81	38	56	
10	58	62	51	18	64	100	28	60	20	51	91	0	42	50	27	73	89	43	60	
83	9	13	2	73	62	78	25	81	40	2	55	50	0	1	39	38	40	15	62	
45	26	6	60	41	89	96	85	85	1	81	100	25	72	0	62	108	1	78	86	
19	24	28	17	17	28	76	40	35	55	17	61	30	8	16	0	25	29	30	4	
27	75	41	21	70	23	33	67	80	67	1	18	35	59	67	44	0	26	60	24	
21	62	73	62	79	43	89	61	98	32	59	31	80	53	46	18	84	0	54	67	
14	62	10	52	23	55	29	54	91	38	54	77	73	46	54	25	41	85	0	74	
56	56	28	61	53	28	75	30	13	42	37	23	43	52	26	26	24	23	48	0	
M3
0	27	51	60	62	40	49	64	81	44	69	64	63	64	19	60	39	13	82	33	
70	0	52	72	10	35	70	59	40	39	71	59	11	97	17	38	43	8	36	69	
26	20	0	24	1	31	78	39	41	12	42	26	45	19	62	43	52	48	52	60	
59	6	64	0	33	8	54	72	30	70	22	8	42	52	48	40	40	39	57	21	
28	45	10	63	0	62	90	78	8	51	40	65	81	58	79	32	72	73	73	27	
43	10	21	41	35	0	8	56	53	42	41	43	46	36	52	16	53	43	3	5	
71	65	16	69	46	16	0	81	86	57	19	28	87	64	93	69	20	93	42	86	
55	46	62	15	20	60	107	0	60	14	67	4	2	48	88	45	81	75	4	67	
19	78	74	38	49	4	41	43	0	51	36	77	91	33	66	52	14	62	15	32	
24	83	54	38	12	49	74	25	52	0	52	41	32	37	75	76	70	66	71	71	
67	50	74	80	54	34	13	41	23	38	0	58	55	75	68	113	42	7	5	44	
28	43	72	26	78	32	80	41	49	31	40	0	69	21	52	42	40	5	10	73	
50	92	96	48	57	55	57	63	26	61	48	19	0	43	86	44	75	40	89	12	
