10  6  1
6
	0	54	1	55	2	41	3	32	4	32	5	79
	0	8	1	71	2	44	3	65	4	74	5	88
	0	91	1	14	2	17	3	73	4	91	5	92
	0	88	1	97	2	39	3	16	4	82	5	20
	0	68	1	5	2	42	3	5	4	70	5	92
	0	56	1	50	2	12	3	25	4	3	5	86
	0	37	1	88	2	34	3	79	4	52	5	57
	0	28	1	43	2	25	3	24	4	40	5	69
	0	65	1	87	2	23	3	98	4	43	5	89
	0	11	1	11	2	70	3	28	4	83	5	9
SSD
M0
0	30	48	23	3	21	11	8	35	33	
16	0	18	28	16	2	13	15	20	1	
26	31	0	20	9	24	23	25	30	11	
13	23	45	0	27	11	31	36	46	28	
17	29	18	2	0	2	14	1	21	2	
30	41	18	6	15	0	43	5	32	33	
2	40	18	1	15	34	0	15	40	21	
1	25	16	28	26	29	20	0	32	16	
31	12	11	30	32	10	2	20	0	21	
4	43	6	24	4	2	1	3	8	0	
M1
0	35	33	31	36	12	41	40	4	35	
1	0	6	29	24	14	42	22	31	27	
35	9	0	28	27	44	22	4	11	25	
49	31	24	0	14	23	20	8	43	4	
38	37	47	19	0	20	28	31	46	41	
43	35	18	42	31	0	24	11	43	25	
34	32	31	26	49	47	0	47	28	40	
14	40	17	31	7	32	33	0	10	43	
20	13	21	7	1	19	6	37	0	14	
36	16	24	23	40	8	5	16	28	0	
M2
0	35	17	6	38	33	41	16	18	30	
24	0	24	10	30	10	6	36	17	39	
44	16	0	32	4	23	38	33	21	30	
35	31	16	0	37	24	4	22	33	20	
11	26	26	20	0	19	2	11	34	3	
13	34	2	38	20	0	29	23	3	44	
39	32	1	48	22	14	0	7	29	8	
34	1	21	19	11	9	12	0	24	32	
27	8	2	27	14	2	3	37	0	37	
16	13	30	24	21	16	16	46	19	0	
M3
0	1	14	31	45	23	44	4	18	23	
39	0	28	26	37	14	39	28	28	23	
36	27	0	29	13	42	39	34	40	18	
15	18	29	0	4	16	39	15	33	4	
18	9	20	11	0	28	41	38	28	6	
27	12	18	14	11	0	5	19	41	22	
11	1	32	39	23	36	0	47	40	11	
37	11	34	6	26	9	39	0	32	26	
40	13	23	9	29	31	9	4	0	29	
13	14	30	21	5	29	49	12	1	0	
M4
0	34	32	31	37	7	25	22	13	2	
28	0	49	33	6	46	38	17	33	39	
11	41	0	36	29	45	42	21	3	16	
19	14	33	0	42	12	6	27	7	19	
37	1	28	32	0	37	26	29	38	32	
9	24	27	36	27	0	25	18	3	10	
13	28	18	12	31	1	0	8	7	14	
14	29	30	13	32	2	30	0	8	15	
14	31	19	43	33	4	20	25	0	15	
8	16	26	21	30	35	21	41	3	0	
M5
0	30	34	35	18	24	37	9	32	43	
27	0	1	6	32	8	23	21	28	12	
10	2	0	21	34	20	2	23	30	10	
42	34	33	0	16	25	46	33	49	33	
28	29	26	7	0	8	37	41	17	28	
5	1	42	2	28	0	39	18	4	46	
18	8	31	21	38	21	0	34	3	10	
21	5	27	17	16	27	27	0	33	6	
22	28	34	28	16	23	21	6	0	17	
6	32	12	2	38	41	12	40	40	0	
