10  2  1
2
	0	34	1	43
	0	44	1	98
	0	37	1	59
	0	71	1	49
	0	18	1	33
	0	42	1	49
	0	36	1	47
	0	7	1	19
	0	100	1	56
	0	46	1	90
SSD
M0
0	8	6	4	3	8	6	3	6	8	
3	0	6	1	5	8	8	2	9	7	
7	3	0	9	3	5	4	8	6	1	
4	3	5	0	5	3	5	6	4	6	
7	7	2	9	0	4	7	6	5	5	
7	9	5	6	8	0	4	1	9	1	
7	9	3	6	9	8	0	1	1	4	
8	2	9	6	9	8	4	0	1	1	
6	8	5	5	7	9	3	2	0	2	
9	2	4	2	4	5	1	4	3	0	
M1
0	3	1	3	8	3	4	6	1	3	
4	0	1	7	4	1	7	5	4	7	
1	1	0	3	5	8	6	3	8	5	
5	1	7	0	7	4	3	6	4	1	
8	6	8	1	0	7	7	8	4	8	
8	9	1	3	5	0	7	8	5	4	
2	9	5	2	9	6	0	6	1	5	
1	7	2	2	1	4	6	0	4	6	
3	7	4	1	7	9	2	8	0	4	
7	9	4	1	7	1	6	6	9	0	
