10  4  1
4
	0	42	1	31	2	75	3	50
	0	12	1	89	2	31	3	1
	0	10	1	42	2	14	3	78
	0	65	1	59	2	94	3	15
	0	44	1	40	2	25	3	43
	0	62	1	56	2	56	3	4
	0	16	1	65	2	73	3	39
	0	40	1	78	2	65	3	88
	0	70	1	30	2	35	3	6
	0	62	1	76	2	92	3	99
SSD
M0
0	13	1	81	16	61	14	33	56	44	
34	0	44	67	67	39	57	76	113	47	
75	59	0	70	71	54	3	22	73	34	
54	109	75	0	68	114	88	81	26	39	
30	49	50	61	0	67	60	79	81	19	
4	58	47	98	31	0	2	21	72	35	
56	55	60	80	52	53	0	3	54	17	
82	81	61	54	65	79	10	0	80	12	
4	59	47	25	62	66	57	7	0	50	
10	65	5	85	67	69	18	37	72	0	
M1
0	77	77	76	49	38	26	100	67	82	
25	0	7	70	51	14	82	60	30	50	
79	60	0	99	2	85	53	122	114	60	
108	86	59	0	33	9	84	44	37	78	
49	18	46	91	0	43	11	94	76	31	
51	58	67	117	28	0	22	117	80	13	
45	56	13	72	57	96	0	44	39	10	
91	41	88	60	2	54	24	0	13	73	
52	19	77	79	70	107	108	57	0	48	
52	91	27	28	51	78	12	47	49	0	
M2
0	48	26	96	85	70	29	36	41	52	
86	0	22	53	33	79	31	66	37	84	
90	45	0	62	45	89	58	75	1	49	
62	37	84	0	80	108	37	94	20	42	
43	76	24	86	0	21	64	8	39	86	
80	74	15	85	53	0	6	86	30	78	
1	83	44	105	85	61	0	93	37	26	
36	70	90	86	103	19	81	0	81	39	
77	41	29	41	88	53	101	39	0	17	
25	4	23	26	61	107	5	88	38	0	
M3
0	44	50	81	39	35	54	63	17	84	
69	0	95	89	29	84	63	18	67	93	
79	33	0	103	37	32	97	50	45	47	
111	117	49	0	84	67	43	16	54	9	
91	107	40	38	0	80	88	7	62	55	
87	47	11	67	77	0	89	56	74	47	
61	46	9	41	76	55	0	43	37	65	
20	40	59	40	64	44	34	0	26	63	
94	63	27	58	92	12	76	55	0	61	
24	29	19	71	17	25	76	20	7	0	
