40  8  1
8
	0	90	1	72	2	48	3	15	4	96	5	48	6	41	7	88
	0	1	1	43	2	54	3	85	4	23	5	50	6	85	7	87
	0	62	1	54	2	25	3	73	4	71	5	45	6	69	7	80
	0	66	1	52	2	14	3	31	4	32	5	17	6	20	7	14
	0	49	1	28	2	54	3	83	4	53	5	55	6	67	7	4
	0	97	1	61	2	64	3	71	4	85	5	2	6	59	7	62
	0	88	1	13	2	40	3	13	4	65	5	57	6	75	7	32
	0	59	1	85	2	33	3	68	4	24	5	30	6	14	7	28
	0	13	1	29	2	98	3	96	4	34	5	58	6	61	7	84
	0	49	1	13	2	27	3	44	4	79	5	74	6	39	7	4
	0	30	1	44	2	73	3	17	4	63	5	34	6	41	7	22
	0	72	1	50	2	39	3	72	4	41	5	99	6	42	7	69
	0	81	1	14	2	61	3	9	4	95	5	75	6	97	7	41
	0	3	1	66	2	70	3	71	4	25	5	5	6	11	7	83
	0	17	1	31	2	28	3	50	4	87	5	26	6	100	7	65
	0	57	1	34	2	53	3	99	4	45	5	72	6	26	7	81
	0	63	1	62	2	24	3	52	4	74	5	37	6	21	7	38
	0	62	1	78	2	65	3	47	4	77	5	100	6	83	7	67
	0	87	1	97	2	8	3	57	4	42	5	98	6	58	7	23
	0	21	1	14	2	47	3	31	4	31	5	59	6	8	7	9
	0	73	1	90	2	60	3	31	4	94	5	91	6	48	7	90
	0	87	1	94	2	26	3	89	4	20	5	26	6	80	7	29
	0	84	1	3	2	8	3	58	4	18	5	27	6	91	7	13
	0	29	1	53	2	32	3	74	4	26	5	35	6	48	7	100
	0	36	1	53	2	39	3	30	4	58	5	95	6	65	7	63
	0	100	1	49	2	16	3	46	4	73	5	16	6	50	7	41
	0	62	1	51	2	21	3	48	4	84	5	3	6	45	7	1
	0	5	1	8	2	70	3	65	4	91	5	40	6	31	7	4
	0	83	1	48	2	23	3	9	4	55	5	24	6	26	7	74
	0	76	1	67	2	43	3	88	4	88	5	64	6	61	7	78
	0	80	1	80	2	33	3	3	4	94	5	34	6	36	7	7
	0	31	1	21	2	64	3	63	4	19	5	75	6	57	7	71
	0	55	1	9	2	75	3	4	4	53	5	65	6	59	7	95
	0	51	1	62	2	58	3	17	4	50	5	32	6	100	7	16
	0	7	1	69	2	28	3	70	4	84	5	39	6	50	7	100
	0	44	1	25	2	65	3	56	4	35	5	9	6	51	7	53
	0	97	1	9	2	47	3	29	4	6	5	20	6	59	7	44
	0	17	1	34	2	59	3	57	4	76	5	43	6	75	7	33
	0	18	1	37	2	82	3	77	4	75	5	51	6	45	7	3
	0	42	1	41	2	68	3	59	4	98	5	73	6	55	7	3
SSD
M0
0	16	30	28	15	22	3	23	31	13	14	40	30	8	19	7	4	13	20	34	14	33	10	23	18	32	12	7	7	1	18	16	31	11	9	12	1	2	18	2	
31	0	43	30	19	5	26	6	33	11	20	23	29	37	23	3	27	35	23	21	35	42	33	16	28	15	19	34	37	29	24	41	33	27	32	37	18	4	1	19	
1	28	0	21	18	6	24	35	42	17	27	27	8	11	23	25	6	17	11	27	21	46	23	12	5	20	15	20	28	28	21	6	22	4	17	5	10	23	5	10	
19	13	25	0	12	19	22	20	24	25	21	6	34	5	17	5	22	11	23	33	13	34	17	2	15	29	9	14	22	9	15	21	33	13	11	9	21	17	11	33	
29	2	31	30	0	8	29	9	36	14	10	26	21	15	20	6	24	21	20	24	20	10	11	15	25	15	19	23	19	10	14	31	15	23	21	19	15	7	4	3	
1	13	4	29	10	0	25	20	1	15	11	6	23	8	7	12	23	10	8	27	1	25	20	9	18	15	12	4	25	19	14	16	25	9	14	12	12	18	15	26	
23	30	44	12	19	24	0	35	28	28	28	18	18	12	2	34	31	18	6	37	7	21	24	11	22	23	14	21	7	20	13	20	7	20	18	16	29	24	15	36	
21	16	36	28	14	2	24	0	19	28	14	14	16	7	18	14	26	13	17	5	1	3	19	24	3	32	1	7	9	21	3	19	19	12	13	11	13	6	18	13	
14	6	41	28	9	12	33	13	0	18	23	21	9	16	28	6	34	22	5	28	42	37	22	9	8	21	9	25	25	33	26	20	11	24	22	20	2	11	8	26	
14	22	36	33	25	6	22	29	3	0	3	37	4	32	30	22	23	5	21	26	7	28	4	17	15	6	25	13	9	2	10	2	27	19	38	25	1	8	24	24	
24	9	12	34	18	7	12	16	33	18	0	25	28	45	7	13	14	18	33	7	44	20	8	25	16	25	27	30	43	19	33	9	34	16	35	3	21	14	11	19	
7	28	45	9	17	12	9	10	40	2	26	0	20	10	22	14	20	16	13	28	21	37	22	27	20	10	14	19	5	27	3	9	6	15	16	14	25	22	11	23	
17	19	21	12	15	25	23	24	36	27	24	7	0	8	20	23	22	14	13	41	11	27	20	23	18	35	12	17	2	23	8	24	23	10	14	12	13	20	21	12	
11	15	38	31	4	21	14	22	29	27	13	39	32	0	9	19	16	3	15	34	23	33	9	14	7	24	1	6	14	14	7	13	25	5	3	1	14	9	17	29	
11	15	29	40	4	16	14	16	32	27	32	22	22	37	0	19	13	1	25	36	33	25	23	1	33	28	3	25	24	1	14	1	19	20	13	20	30	20	14	35	
13	23	3	31	24	25	18	28	32	17	27	31	41	45	3	0	33	21	31	14	16	42	12	10	3	12	1	44	13	20	25	2	13	21	33	21	17	28	9	28	
