10  6  1
6
	0	8	1	9	2	24	3	53	4	20	5	59
	0	81	1	92	2	58	3	8	4	89	5	50
	0	100	1	68	2	34	3	23	4	69	5	60
	0	72	1	81	2	9	3	45	4	55	5	9
	0	24	1	11	2	69	3	49	4	39	5	19
	0	65	1	14	2	6	3	37	4	95	5	52
	0	69	1	94	2	6	3	76	4	56	5	45
	0	51	1	88	2	66	3	39	4	13	5	78
	0	64	1	11	2	60	3	55	4	14	5	45
	0	70	1	40	2	91	3	91	4	94	5	64
SSD
M0
0	94	32	62	2	20	62	88	77	110	
88	0	42	28	33	34	62	65	101	59	
13	101	0	33	16	41	36	46	10	73	
10	102	50	0	20	11	80	91	14	61	
31	120	56	101	0	59	36	122	51	124	
55	26	71	3	6	0	66	15	72	91	
74	22	44	71	19	26	0	64	91	119	
106	38	46	37	101	30	110	0	6	89	
107	27	4	109	82	94	55	52	0	19	
98	78	29	20	43	24	15	61	33	0	
M1
0	5	50	64	75	106	28	89	54	7	
88	0	17	73	42	50	64	57	31	66	
85	99	0	57	90	52	40	86	108	101	
102	48	97	0	124	82	74	98	122	113	
68	82	77	70	0	76	89	4	114	13	
77	37	56	9	110	0	16	49	120	54	
43	57	93	70	48	47	0	38	74	59	
48	62	1	50	92	70	28	0	111	64	
46	60	8	91	10	77	22	25	0	34	
15	29	74	17	90	99	52	97	69	0	
M2
0	53	35	64	36	22	29	39	26	78	
116	0	27	94	38	24	79	41	61	90	
69	31	0	64	80	67	29	36	34	71	
13	36	18	0	19	5	27	22	18	35	
30	14	35	8	0	22	18	39	35	39	
89	25	7	77	8	0	49	11	60	71	
34	51	45	29	45	32	0	44	56	73	
50	60	42	45	43	29	10	0	21	89	
1	71	9	49	61	47	14	13	0	93	
45	46	28	59	20	15	43	3	81	0	
M3
0	2	23	51	2	12	6	24	61	57	
43	0	58	41	62	2	45	49	51	47	
118	92	0	72	58	79	44	32	81	16	
55	48	31	0	42	58	64	20	68	68	
41	13	45	62	0	23	66	70	25	34	
4	59	19	50	23	0	13	10	12	58	
68	20	86	53	90	30	0	77	79	54	
52	36	77	1	56	46	89	0	10	55	
105	82	93	22	50	69	30	45	0	94	
53	31	82	28	40	26	37	73	56	0	
M4
0	83	88	68	47	50	36	28	73	7	
28	0	57	35	33	46	31	10	70	55	
39	102	0	42	50	25	46	79	26	21	
114	40	74	0	15	23	61	86	59	75	
91	18	20	21	0	27	7	32	5	23	
8	66	41	35	9	0	46	56	26	35	
28	18	89	90	95	9	0	76	74	55	
101	110	62	63	71	23	67	0	47	65	
90	67	1	2	10	8	6	81	0	4	
80	114	23	73	72	75	77	94	57	0	
M5
0	88	38	15	87	23	37	68	78	2	
93	0	7	2	77	36	46	66	87	10	
118	100	0	72	79	35	80	9	45	26	
96	68	14	0	76	73	35	55	76	25	
76	45	59	36	0	58	80	77	107	11	
103	13	8	65	12	0	91	15	108	42	
23	32	78	55	90	105	0	91	113	84	
47	98	44	21	53	36	61	0	57	55	
97	81	71	48	115	82	92	64	0	82	
117	91	70	47	30	91	91	2	32	0	
