30  2  1
2
	0	50	1	76
	0	60	1	51
	0	97	1	38
	0	70	1	97
	0	63	1	49
	0	33	1	6
	0	75	1	45
	0	23	1	96
	0	94	1	80
	0	96	1	71
	0	51	1	6
	0	98	1	33
	0	38	1	65
	0	3	1	72
	0	96	1	35
	0	44	1	39
	0	45	1	2
	0	72	1	50
	0	41	1	65
	0	63	1	77
	0	61	1	89
	0	78	1	8
	0	52	1	52
	0	13	1	87
	0	92	1	78
	0	25	1	80
	0	45	1	26
	0	99	1	17
	0	16	1	87
	0	1	1	97
SSD
M0
0	38	15	49	63	9	78	15	45	44	60	29	45	10	18	18	32	52	61	32	36	24	16	44	53	46	25	79	53	37	
35	0	1	53	9	77	28	63	58	9	43	50	18	41	34	46	34	5	53	56	48	69	47	36	24	13	50	78	8	4	
41	34	0	58	49	33	48	25	69	56	53	56	37	3	11	11	53	47	18	25	30	63	9	41	4	32	52	72	14	23	
40	20	46	0	63	66	64	31	78	15	66	31	51	60	41	6	34	30	4	3	16	27	30	16	7	18	28	47	30	37	
1	62	66	69	0	37	23	38	18	58	60	25	73	31	29	38	83	66	73	38	21	9	37	52	14	89	49	100	24	81	
25	75	4	50	43	0	36	7	3	2	29	49	3	54	11	52	27	10	63	61	39	84	60	66	11	19	1	61	56	17	
62	42	37	31	31	60	0	38	63	53	48	23	23	16	24	24	39	60	41	38	10	9	22	54	44	18	55	83	48	9	
14	84	61	20	34	24	50	0	60	8	86	26	60	53	61	61	81	36	33	59	80	88	59	87	48	75	37	97	59	72	
62	59	22	17	41	42	12	56	0	45	54	37	29	52	51	57	7	85	10	74	4	93	58	73	50	24	60	68	54	15	
43	34	39	55	72	5	50	16	41	0	58	10	26	36	42	44	47	30	65	2	63	36	32	44	15	11	7	65	16	55	
47	10	71	5	79	92	57	70	72	16	0	39	29	48	18	43	61	31	45	57	46	76	20	24	82	62	56	83	48	53	
63	44	87	48	78	57	71	26	84	57	63	0	82	13	21	21	81	49	70	35	40	48	19	49	10	77	13	25	57	68	
53	82	72	23	17	95	99	73	98	59	44	8	0	51	50	44	65	39	46	20	44	77	57	25	56	63	57	42	93	54	
48	28	71	52	76	41	77	19	68	50	47	50	66	0	5	5	65	41	56	19	24	57	3	35	54	61	67	66	77	52	
49	46	84	56	80	60	36	35	85	11	19	29	25	44	0	52	92	50	91	7	71	22	41	76	47	56	29	89	57	66	
69	16	31	45	28	19	29	59	28	36	16	39	17	40	48	0	17	62	52	62	3	8	46	61	13	12	49	77	42	3	
43	30	62	56	49	45	78	23	71	28	51	49	3	1	9	9	0	45	60	23	28	61	7	39	58	43	43	66	44	34	
45	45	27	21	44	58	20	26	25	57	57	19	32	14	22	22	44	0	25	34	41	15	20	4	11	27	36	71	57	18	
58	49	30	35	37	21	42	40	33	55	50	58	25	48	54	53	32	64	0	30	55	89	36	59	35	20	55	77	31	11	
59	58	67	35	68	31	79	57	67	66	42	2	52	61	43	37	42	19	39	0	84	32	22	18	18	48	3	42	86	47	
34	25	68	40	75	52	30	18	77	18	58	49	50	8	16	5	66	30	48	30	0	57	14	35	62	59	53	51	7	50	
81	64	8	41	68	30	62	70	66	17	18	86	45	60	52	68	26	17	34	82	5	0	61	82	74	51	61	71	54	42	
49	73	83	67	37	71	56	24	13	41	19	24	35	64	48	27	18	13	71	73	13	30	0	50	57	75	82	11	22	66	
28	66	44	4	42	69	69	41	70	60	55	2	30	35	12	6	27	1	8	20	53	39	39	0	51	25	19	79	55	16	
36	75	55	46	14	60	77	13	72	44	66	32	29	44	24	48	40	43	50	62	18	77	7	29	0	36	50	14	43	27	
65	47	3	87	47	65	29	44	75	10	58	81	35	57	27	8	11	36	70	77	55	60	46	79	1	0	35	40	60	21	
46	37	45	52	20	8	77	9	44	40	20	58	44	53	14	60	62	51	65	75	54	53	59	50	52	41	0	15	71	32	
56	67	4	11	69	87	12	65	11	46	75	40	57	43	19	36	9	28	46	53	25	40	17	25	37	11	53	0	76	48	
11	88	45	29	67	69	18	66	70	85	43	26	55	60	10	31	52	26	33	35	41	64	64	12	76	50	44	99	0	41	
65	67	27	74	25	80	62	58	53	43	38	59	13	36	44	41	29	69	48	58	43	77	42	57	34	8	45	73	38	0	
M1
0	14	48	17	36	28	36	23	53	25	36	46	32	28	30	50	17	33	40	34	39	38	11	63	22	23	46	41	20	77	
30	0	44	7	31	23	51	18	47	49	45	41	27	74	25	44	12	34	31	29	21	32	35	61	46	31	41	36	15	48	
5	56	0	11	20	12	40	63	39	38	54	56	44	63	67	36	93	32	24	19	67	24	36	44	25	38	34	42	24	65	
47	77	54	0	41	33	60	36	39	45	69	31	32	56	68	51	55	53	45	40	67	39	78	49	3	37	81	57	45	90	
11	12	63	70	0	86	68	74	3	35	51	44	26	35	74	2	75	52	16	17	13	64	86	40	42	28	1	64	30	32	
58	38	15	4	2	0	22	55	31	20	46	48	56	45	59	28	75	14	6	1	59	16	54	82	76	41	52	34	6	83	
4	41	9	58	56	48	0	28	29	17	1	67	80	79	64	33	85	43	16	54	19	70	13	32	31	10	67	88	60	46	
66	55	32	21	6	11	39	0	43	37	63	64	41	4	48	45	35	15	23	18	65	33	21	42	75	54	47	30	23	78	
3	59	36	25	16	15	43	14	0	41	49	29	23	22	12	44	8	35	27	22	54	37	31	57	73	19	37	32	6	63	
17	88	71	62	70	62	76	76	75	0	59	60	76	25	25	72	79	6	74	60	36	60	31	31	29	41	47	63	74	78	
49	34	6	51	49	41	11	84	44	67	0	95	88	88	101	26	88	36	31	48	75	63	69	87	24	45	60	81	53	39	
38	66	45	35	38	78	50	52	62	76	33	0	90	56	88	56	75	72	6	45	97	84	44	61	63	49	22	32	51	26	
17	66	43	2	30	22	50	60	6	27	56	17	0	50	67	50	54	21	34	29	87	44	77	55	21	41	16	58	30	25	
82	57	43	32	30	22	33	53	44	28	59	41	68	0	66	41	53	35	18	29	72	29	76	94	47	54	77	15	34	100	
43	42	14	21	19	11	19	16	48	19	2	48	16	51	0	34	19	31	23	14	48	33	31	44	32	38	38	13	22	20	
65	50	22	36	65	57	27	67	9	47	10	84	84	63	49	0	97	52	47	64	91	70	61	68	40	56	29	33	58	23	
73	53	30	19	17	9	37	4	46	35	48	27	13	60	11	43	0	29	21	15	74	31	21	47	67	17	27	22	1	58	
53	43	15	60	52	50	20	43	19	76	3	36	86	54	35	16	84	0	39	4	47	4	78	82	33	29	69	7	39	24	
79	59	36	18	23	15	43	10	52	22	36	33	19	66	17	49	4	23	0	21	80	37	27	11	15	23	33	28	7	64	
64	36	21	66	64	56	26	76	59	34	9	66	57	44	89	41	98	51	44	0	64	78	31	25	39	6	75	87	52	13	
68	16	25	15	32	24	30	12	20	50	13	20	73	55	48	17	58	30	36	31	0	5	56	99	43	30	60	23	36	58	
70	52	34	74	40	69	36	31	7	89	22	24	86	42	35	4	89	50	59	49	35	0	77	90	52	17	72	10	42	66	
27	53	30	19	17	9	37	50	46	1	26	2	15	60	57	43	44	29	21	16	43	31	0	29	24	44	57	49	14	61	
27	40	28	33	19	23	51	70	5	20	61	20	14	43	74	43	78	23	35	30	74	31	83	0	50	36	9	43	35	40	
