20  8  1
8
	0	21	1	52	2	6	3	14	4	81	5	28	6	46	7	59
	0	4	1	24	2	13	3	90	4	13	5	59	6	49	7	8
	0	10	1	27	2	70	3	28	4	20	5	72	6	57	7	10
	0	73	1	8	2	26	3	63	4	94	5	62	6	59	7	2
	0	93	1	83	2	33	3	22	4	10	5	54	6	64	7	19
	0	46	1	79	2	57	3	80	4	72	5	54	6	32	7	16
	0	23	1	33	2	67	3	11	4	94	5	47	6	75	7	4
	0	4	1	45	2	8	3	50	4	10	5	55	6	51	7	92
	0	56	1	91	2	55	3	67	4	18	5	51	6	27	7	29
	0	67	1	87	2	50	3	37	4	55	5	31	6	36	7	64
	0	14	1	17	2	14	3	22	4	2	5	37	6	5	7	98
	0	56	1	7	2	47	3	58	4	18	5	42	6	67	7	56
	0	60	1	64	2	7	3	52	4	11	5	88	6	60	7	51
	0	64	1	67	2	69	3	77	4	33	5	81	6	97	7	70
	0	62	1	15	2	67	3	79	4	17	5	44	6	30	7	54
	0	27	1	33	2	16	3	93	4	32	5	21	6	78	7	87
	0	64	1	31	2	16	3	58	4	77	5	46	6	57	7	97
	0	90	1	23	2	35	3	42	4	9	5	57	6	72	7	54
	0	53	1	97	2	78	3	76	4	94	5	80	6	6	7	85
	0	76	1	48	2	35	3	85	4	95	5	52	6	76	7	83
SSD
M0
0	40	73	7	51	101	25	83	40	70	66	16	5	24	94	46	47	78	45	69	
74	0	71	90	66	71	23	81	82	116	105	75	87	48	50	70	48	44	1	25	
95	75	0	42	52	20	71	39	30	77	55	68	6	65	55	83	80	98	55	34	
74	26	2	0	14	32	1	51	20	77	1	62	18	77	52	74	26	74	1	33	
61	53	57	41	0	87	80	71	32	89	13	59	56	43	33	65	26	23	34	15	
38	9	84	38	64	0	36	10	68	105	71	75	64	61	7	53	54	32	14	4	
67	10	25	77	80	55	0	35	53	76	90	89	41	62	64	66	2	58	15	26	
85	74	86	85	50	88	41	0	76	124	57	67	77	88	69	105	40	74	12	90	
70	19	94	45	12	5	46	61	0	14	17	95	85	41	58	88	36	67	24	48	
61	48	63	32	15	93	74	29	88	0	90	55	54	51	27	7	48	39	45	16	
98	58	89	14	73	66	73	44	5	62	0	64	75	102	46	59	88	91	40	87	
98	64	79	108	58	99	31	89	77	41	81	0	75	116	70	101	29	43	35	56	
62	60	75	71	81	83	27	66	63	11	44	57	0	107	63	32	52	64	65	76	
67	58	30	72	47	60	25	79	44	32	79	80	46	0	50	22	50	37	46	25	
41	98	91	16	31	108	70	25	98	70	79	31	25	6	0	79	25	50	41	95	
35	51	84	49	22	106	65	59	77	91	118	43	20	80	28	0	42	5	12	80	
20	55	66	46	16	96	22	9	81	82	64	57	34	26	20	8	0	10	25	71	
99	85	65	80	42	87	52	32	26	96	52	87	81	86	56	41	49	0	48	89	
20	54	44	48	12	74	66	77	34	80	102	57	46	65	103	48	88	80	0	83	
90	63	44	45	60	8	48	26	55	25	87	80	46	16	57	82	28	86	42	0	
M1
0	62	47	11	46	28	2	6	56	38	54	29	15	59	51	2	41	15	12	48	
77	0	33	37	4	42	59	108	82	69	62	15	74	45	61	33	21	78	27	29	
85	72	0	49	54	41	73	56	54	16	66	50	56	9	6	32	25	23	62	75	
43	66	28	0	79	12	16	69	83	64	35	10	67	40	61	28	22	78	22	49	
81	68	30	45	0	32	69	52	16	59	88	46	52	2	2	28	50	19	58	43	
59	55	66	47	4	0	69	43	62	14	26	48	58	72	78	66	52	21	60	67	
27	37	73	59	64	75	0	61	34	45	67	55	66	81	16	42	64	33	8	18	
69	68	46	65	38	71	20	0	48	39	64	34	28	64	63	3	23	7	46	65	
56	75	41	5	89	25	5	42	0	77	48	23	48	53	54	41	26	71	35	56	
68	44	19	47	52	31	71	54	52	0	90	48	54	47	4	30	52	21	3	80	
93	25	71	86	36	30	103	68	71	81	0	53	15	83	83	45	65	100	65	28	
79	76	11	56	64	76	80	92	66	47	46	0	52	23	44	11	5	61	5	78	
18	89	32	66	62	80	35	73	71	67	67	14	0	44	23	32	26	31	26	86	
29	26	83	65	54	69	83	87	77	66	103	65	71	0	88	30	71	62	69	79	
64	51	47	28	33	44	52	35	33	42	71	29	35	59	0	11	33	2	41	80	
90	32	49	93	20	35	78	103	77	3	84	31	8	61	58	0	43	63	21	70	
48	52	1	45	63	57	69	56	30	44	10	63	42	37	34	56	0	51	59	42	
39	87	22	35	8	55	59	73	18	58	49	4	34	34	34	22	8	0	16	57	
62	77	32	64	54	25	88	28	52	41	66	14	50	44	37	32	26	54	0	73	
88	43	63	83	54	46	35	66	44	61	1	47	33	15	40	63	31	57	52	0	
M2
0	59	26	50	3	18	7	34	50	20	26	1	2	52	79	14	58	31	46	54	
83	0	18	44	40	93	79	80	97	46	65	35	55	59	14	13	96	51	6	103	
18	56	0	66	7	42	31	9	37	36	50	3	18	10	83	30	33	33	2	58	
79	9	40	0	9	52	9	70	46	36	13	25	29	1	36	3	63	15	28	81	
39	98	27	83	0	20	14	79	24	31	63	46	38	89	115	50	27	22	10	90	
32	69	25	34	41	0	1	23	51	50	64	39	32	15	46	37	38	57	48	79	
7	72	39	63	16	31	0	47	63	33	39	14	15	29	92	27	69	21	59	67	
1	61	33	57	10	25	14	0	20	19	33	8	1	40	78	13	16	38	38	53	
81	71	61	36	65	83	68	105	0	57	63	14	39	21	82	51	74	46	83	46	
45	50	19	84	54	69	58	36	49	0	74	25	30	84	42	3	52	41	35	52	
79	45	56	10	45	25	45	100	19	14	0	61	65	12	71	39	55	7	64	64	
20	52	52	26	29	41	7	60	35	30	2	0	28	28	79	39	71	23	71	21	
68	53	59	84	19	72	66	65	41	11	76	27	0	102	70	5	79	37	37	45	
65	61	9	59	4	57	36	73	49	19	35	35	1	0	40	13	64	45	45	53	
21	76	53	41	30	40	34	61	36	47	31	13	29	13	0	41	85	49	73	81	
60	56	38	65	44	79	60	51	74	17	55	6	26	81	83	0	70	22	16	74	
8	73	40	64	17	32	21	48	64	34	40	15	16	66	93	28	0	45	21	68	
37	50	69	26	41	22	50	77	78	8	45	44	45	53	77	55	13	0	50	60	
23	70	30	79	32	47	36	63	47	16	55	20	31	81	31	34	24	60	0	33	
36	24	55	71	45	2	24	27	55	43	47	43	36	65	51	48	51	68	43	0	
M3
0	55	36	57	3	79	44	99	65	25	31	38	66	62	22	58	32	37	50	60	
40	0	35	44	23	76	11	80	65	25	51	51	86	36	53	6	52	43	47	67	
41	77	0	104	58	124	88	35	3	17	73	93	54	25	77	61	56	82	41	12	
49	69	54	0	22	40	10	16	64	24	50	50	29	35	32	24	11	57	79	52	
47	57	63	40	0	65	19	102	73	33	6	59	41	37	9	33	7	13	52	35	
86	74	17	18	53	0	41	80	48	55	23	19	91	19	60	55	76	20	15	1	
70	48	33	22	1	82	0	95	43	3	29	29	64	14	32	3	30	36	75	45	
41	23	3	88	58	108	76	0	34	46	68	40	67	56	77	61	85	82	72	43	
28	65	47	51	30	66	18	5	0	32	58	58	58	43	48	32	39	65	92	29	
49	70	80	54	66	80	73	55	3	0	19	101	97	76	31	60	2	35	65	63	
108	29	39	13	97	39	86	74	70	30	0	100	104	46	15	19	69	51	24	47	
