30  6  1
6
	0	81	1	22	2	24	3	4	4	94	5	76
	0	38	1	66	2	98	3	61	4	95	5	91
	0	99	1	16	2	62	3	49	4	41	5	53
	0	79	1	36	2	27	3	18	4	69	5	68
	0	57	1	67	2	90	3	37	4	35	5	44
	0	40	1	79	2	72	3	97	4	16	5	51
	0	97	1	70	2	77	3	21	4	48	5	52
	0	81	1	1	2	4	3	78	4	77	5	100
	0	76	1	4	2	87	3	72	4	88	5	11
	0	94	1	69	2	91	3	97	4	36	5	35
	0	94	1	78	2	69	3	18	4	29	5	100
	0	32	1	57	2	62	3	20	4	56	5	77
	0	11	1	32	2	71	3	27	4	59	5	29
	0	22	1	9	2	53	3	31	4	100	5	92
	0	30	1	24	2	26	3	27	4	16	5	83
	0	69	1	88	2	85	3	83	4	81	5	8
	0	81	1	10	2	60	3	89	4	21	5	35
	0	4	1	11	2	59	3	10	4	95	5	52
	0	63	1	100	2	36	3	9	4	29	5	57
	0	28	1	77	2	51	3	98	4	53	5	22
	0	10	1	55	2	18	3	66	4	51	5	97
	0	51	1	56	2	63	3	46	4	81	5	95
	0	92	1	35	2	17	3	52	4	24	5	83
	0	27	1	85	2	48	3	86	4	78	5	37
	0	69	1	46	2	76	3	87	4	37	5	87
	0	35	1	83	2	10	3	28	4	53	5	66
	0	62	1	22	2	75	3	75	4	21	5	66
	0	71	1	97	2	74	3	58	4	65	5	81
	0	97	1	37	2	86	3	61	4	77	5	44
	0	28	1	29	2	47	3	100	4	43	5	58
SSD
M0
0	5	6	9	9	1	1	9	2	3	2	7	7	1	7	1	9	5	5	8	3	3	5	4	4	5	9	8	3	4	
6	0	3	1	5	9	5	8	6	9	9	5	7	3	6	8	7	8	5	6	8	8	9	8	2	8	9	2	9	3	
7	6	0	5	1	1	1	5	9	5	3	6	6	8	7	7	3	2	9	9	9	6	5	3	4	6	7	3	7	1	
9	7	9	0	3	8	5	6	8	4	8	7	4	8	1	9	9	6	7	9	1	4	5	2	1	8	2	9	4	8	
8	1	7	3	0	7	2	2	4	6	8	3	4	4	4	3	3	9	5	3	5	5	4	3	4	2	9	4	8	5	
6	5	7	6	8	0	5	8	4	6	2	6	9	7	2	3	9	4	9	9	2	7	3	1	1	4	1	1	9	2	
1	2	3	6	8	9	0	1	3	3	5	3	6	4	1	7	5	3	1	2	4	1	8	1	2	9	2	4	6	6	
6	6	3	4	5	5	4	0	1	3	8	5	3	4	2	5	8	2	1	2	3	3	5	8	6	3	8	1	5	7	
7	1	6	4	4	9	9	2	0	5	4	4	4	9	5	5	3	6	8	2	5	5	6	7	6	3	6	6	3	8	
5	8	2	8	6	7	6	5	3	0	1	2	8	1	8	7	2	2	2	6	9	9	7	4	4	6	3	2	5	8	
6	2	3	6	1	2	8	6	2	5	0	8	6	1	6	8	4	3	6	3	4	9	5	2	9	9	6	2	8	3	
1	3	3	1	2	8	4	1	6	8	3	0	8	4	2	1	1	9	7	3	9	2	4	6	1	3	6	4	2	6	
6	9	4	9	2	5	9	5	9	7	9	7	0	7	1	4	6	6	6	3	6	2	6	1	4	5	5	1	5	8	
5	9	8	2	4	1	5	9	6	9	3	3	3	0	2	7	4	5	2	4	5	2	9	8	1	7	4	9	9	4	
3	8	6	2	6	9	8	4	5	1	1	3	4	1	0	5	8	9	5	1	5	1	1	6	7	3	6	9	8	5	
7	7	8	9	5	4	2	9	6	2	3	3	5	6	1	0	6	8	4	7	8	8	6	6	2	1	4	6	2	5	
3	5	6	3	4	8	3	7	5	4	7	3	3	2	5	8	0	7	8	3	1	8	4	6	2	8	3	6	7	7	
8	7	2	4	3	7	8	2	7	6	2	1	9	9	7	1	2	0	5	5	4	4	1	9	8	4	8	7	1	3	
6	3	2	4	8	7	3	1	4	7	7	3	8	7	2	2	9	5	0	5	1	4	2	4	9	2	1	2	6	4	
5	1	3	1	4	6	1	5	2	8	5	8	3	4	5	4	4	3	1	0	2	3	8	8	5	6	1	7	5	4	
3	3	6	4	6	3	6	3	1	8	6	3	7	8	5	7	1	2	1	8	0	5	6	3	6	4	8	7	1	1	
9	6	5	9	4	2	6	1	2	4	4	5	9	9	6	6	2	8	7	1	1	0	1	4	8	2	1	4	2	2	
