10  8  1
8
	0	23	1	43	2	39	3	68	4	58	5	23	6	98	7	3
	0	55	1	76	2	97	3	88	4	31	5	29	6	98	7	2
	0	11	1	17	2	79	3	10	4	38	5	29	6	36	7	30
	0	64	1	95	2	24	3	1	4	17	5	23	6	21	7	97
	0	36	1	3	2	51	3	89	4	8	5	30	6	90	7	56
	0	76	1	17	2	36	3	82	4	68	5	3	6	18	7	7
	0	81	1	65	2	83	3	4	4	32	5	6	6	90	7	9
	0	36	1	60	2	72	3	28	4	96	5	48	6	74	7	91
	0	95	1	82	2	81	3	25	4	38	5	73	6	58	7	78
	0	86	1	25	2	4	3	8	4	65	5	100	6	78	7	15
SSD
M0
0	5	9	4	9	9	3	3	1	4	
5	0	6	5	6	1	4	5	4	3	
7	1	0	7	1	6	8	3	3	3	
5	6	5	0	9	4	1	8	1	2	
2	9	6	3	0	1	9	2	5	9	
2	6	5	3	4	0	4	3	1	9	
1	2	8	4	9	4	0	2	4	1	
1	2	8	4	8	6	8	0	7	4	
4	6	1	4	1	9	2	1	0	2	
3	4	7	5	2	2	2	3	8	0	
M1
0	2	1	6	2	6	3	6	6	9	
9	0	9	2	3	6	9	5	6	3	
4	7	0	7	1	5	7	7	1	5	
8	4	3	0	5	3	7	2	9	1	
5	3	5	3	0	1	3	5	3	4	
6	1	8	5	9	0	7	3	9	5	
5	8	7	5	8	8	0	1	8	4	
8	5	8	2	9	6	4	0	7	4	
3	2	6	6	2	4	2	7	0	6	
2	2	9	7	3	6	9	5	2	0	
M2
0	7	5	4	4	2	1	3	2	2	
2	0	2	7	5	8	9	9	1	6	
1	7	0	8	1	6	9	1	6	7	
5	7	9	0	1	9	5	3	1	2	
6	7	9	6	0	2	9	4	5	9	
7	4	5	9	1	0	7	8	8	6	
5	8	4	2	6	1	0	9	1	6	
6	1	6	5	8	2	3	0	1	1	
1	8	1	2	3	1	9	7	0	7	
7	9	5	7	3	7	4	1	6	0	
M3
0	4	2	3	9	8	3	3	2	9	
6	0	8	1	6	5	4	5	8	8	
9	6	0	6	1	2	6	7	8	4	
4	3	6	0	5	4	2	7	8	6	
3	4	8	7	0	2	5	4	5	8	
3	6	7	8	1	0	3	9	8	8	
5	8	4	7	5	7	0	4	5	5	
5	3	8	8	5	3	6	0	4	3	
9	5	7	7	6	7	2	3	0	1	
1	9	1	6	1	9	7	1	3	0	
M4
0	4	4	8	6	1	8	2	6	5	
3	0	1	8	1	8	4	4	7	8	
3	9	0	6	4	1	9	3	9	1	
6	4	6	0	8	3	7	9	1	6	
7	6	7	2	0	3	3	2	4	2	
7	5	5	6	8	0	5	8	1	1	
3	4	1	5	3	1	0	8	1	2	
2	9	4	6	5	1	8	0	8	5	
6	1	6	6	7	2	1	6	0	5	
5	6	8	3	8	7	6	9	5	0	
M5
0	3	8	8	7	4	7	9	7	8	
6	0	3	3	7	9	1	5	9	4	
5	8	0	3	2	6	7	2	5	2	
1	3	9	0	8	5	8	9	9	5	
4	2	2	2	0	2	2	6	2	6	
4	1	1	8	6	0	1	2	4	8	
2	8	3	8	1	4	0	1	9	6	
3	9	3	4	3	9	5	0	8	3	
8	2	7	5	2	3	4	4	0	2	
6	1	2	2	1	7	8	5	8	0	
M6
0	5	5	7	9	2	1	6	6	4	
2	0	5	9	5	8	2	6	1	7	
1	5	0	8	8	2	8	7	6	2	
7	5	9	0	8	1	6	5	6	4	
5	4	4	3	0	8	4	1	4	4	
6	5	7	5	2	0	4	5	2	6	
6	3	2	6	5	2	0	3	3	7	
1	6	3	7	6	9	3	0	3	5	
7	5	5	3	5	1	9	2	0	9	
7	2	3	3	9	9	7	4	4	0	
M7
0	1	3	4	4	2	7	9	6	9	
3	0	5	1	8	2	4	8	3	6	
2	5	0	5	7	5	8	8	2	3	
9	6	8	0	3	2	4	5	9	1	
4	6	8	9	0	6	8	5	5	7	
1	5	1	6	5	0	3	3	6	4	
4	6	9	4	1	4	0	9	9	2	
6	1	8	3	5	4	7	0	3	7	
1	5	3	7	7	6	4	2	0	4	
3	5	6	8	7	3	8	3	3	0	
