30  2  1
2
	0	87	1	85
	0	44	1	1
	0	58	1	36
	0	98	1	1
	0	42	1	27
	0	31	1	97
	0	72	1	31
	0	95	1	67
	0	11	1	22
	0	8	1	19
	0	72	1	79
	0	67	1	24
	0	17	1	36
	0	99	1	42
	0	41	1	86
	0	44	1	5
	0	15	1	38
	0	88	1	38
	0	45	1	12
	0	80	1	30
	0	78	1	12
	0	11	1	100
	0	58	1	92
	0	46	1	2
	0	12	1	37
	0	15	1	72
	0	18	1	6
	0	19	1	17
	0	98	1	10
	0	9	1	86
SSD
M0
0	7	10	17	33	37	19	22	4	31	34	25	19	16	35	17	33	25	1	20	34	8	10	14	38	17	32	24	37	30	
21	0	11	19	15	36	22	11	18	30	13	26	27	30	8	26	5	30	24	25	5	7	22	20	9	29	16	23	17	18	
5	3	0	34	4	37	3	45	38	26	22	32	10	20	13	30	24	18	37	38	15	36	28	16	19	34	14	12	2	6	
5	7	37	0	41	12	26	24	6	7	24	11	22	18	19	19	24	6	34	22	16	16	22	1	5	21	23	26	23	44	
17	28	19	26	0	28	20	18	28	33	3	15	10	28	14	25	3	6	1	15	29	3	18	16	8	28	34	21	7	7	
8	26	33	1	2	0	28	30	12	39	34	3	13	24	17	5	11	25	30	28	2	23	31	19	39	41	33	29	45	13	
22	26	13	9	17	9	0	11	35	12	2	25	41	10	1	27	33	30	32	26	25	8	20	21	38	17	36	26	30	32	
28	2	45	31	24	7	16	0	18	40	20	33	5	12	26	4	38	19	18	22	40	43	1	23	31	35	33	38	37	7	
29	29	46	2	25	36	29	7	0	16	28	10	6	1	30	2	34	22	27	5	35	40	24	20	36	30	17	9	22	37	
31	24	24	26	30	12	14	26	24	0	25	5	38	7	33	32	22	30	28	35	43	17	21	30	31	6	39	37	30	37	
23	25	2	29	27	19	17	26	33	1	0	14	8	5	30	28	20	32	33	27	17	9	3	15	32	15	29	5	36	24	
24	1	36	22	20	42	5	32	14	41	21	0	16	12	30	26	35	23	36	3	27	24	33	9	16	36	3	22	31	11	
6	37	39	29	2	20	6	18	42	40	5	17	0	42	23	3	23	44	13	33	34	37	1	15	44	49	17	17	45	32	
31	14	47	6	48	45	37	1	41	41	36	19	40	0	15	26	47	28	35	36	2	30	36	32	49	42	35	42	46	16	
