20  2  1
2
	0	26	1	13
	0	19	1	80
	0	20	1	83
	0	89	1	50
	0	15	1	52
	0	6	1	49
	0	76	1	98
	0	8	1	30
	0	90	1	61
	0	82	1	1
	0	19	1	26
	0	17	1	46
	0	46	1	72
	0	95	1	42
	0	85	1	46
	0	7	1	21
	0	73	1	30
	0	22	1	88
	0	57	1	3
	0	48	1	73
SSD
M0
0	41	11	46	51	47	24	58	16	21	54	31	40	57	3	63	36	14	71	56	
68	0	35	24	28	71	45	52	36	67	13	57	64	39	63	50	60	49	23	74	
49	10	0	53	46	16	15	51	44	59	23	24	9	34	53	32	5	30	40	56	
30	21	47	0	11	55	38	52	13	49	25	25	22	43	27	29	51	4	63	29	
66	33	44	76	0	29	48	64	5	79	22	37	57	38	53	72	69	57	53	48	
31	31	23	56	26	0	33	29	22	44	1	2	25	12	57	51	44	35	18	45	
10	43	37	72	65	50	0	67	49	9	56	40	34	5	19	46	62	28	12	22	
46	37	18	19	15	54	53	0	35	7	46	26	43	50	20	36	24	16	25	42	
33	33	5	34	30	3	40	7	0	22	10	11	30	21	26	51	29	3	27	36	
34	46	48	31	18	46	61	62	38	0	26	54	59	31	27	68	73	74	70	14	
49	11	3	38	6	39	38	40	4	47	0	47	32	7	68	31	28	53	29	55	
64	47	36	37	33	32	14	10	43	25	21	0	43	47	38	54	42	34	43	26	
47	38	30	65	33	53	5	49	31	33	8	27	0	3	10	29	55	48	56	53	
25	38	39	14	33	19	58	30	40	45	17	27	35	0	31	7	39	8	5	31	
48	10	52	53	39	32	18	26	8	22	39	40	22	44	0	30	46	50	52	18	
11	33	25	43	19	61	60	16	26	31	3	50	54	7	40	0	38	40	49	17	
37	3	29	46	45	50	6	42	49	57	26	27	26	33	14	19	0	61	38	15	
8	8	29	25	15	53	53	49	19	23	40	22	5	54	1	77	54	0	50	20	
59	26	10	38	15	46	12	31	35	46	41	30	39	44	59	62	21	55	0	53	
19	45	49	62	26	70	54	46	46	5	57	28	3	18	21	72	21	15	79	0	
M1
0	26	34	45	38	13	13	12	30	37	41	9	9	29	22	26	43	51	3	31	
40	0	53	44	44	13	61	59	34	36	40	56	13	62	4	48	22	53	50	57	
3	25	0	44	37	13	29	11	13	36	40	8	25	9	21	25	42	27	2	11	
53	62	39	0	43	50	64	17	35	35	39	14	47	34	27	31	41	7	8	55	
37	46	72	27	0	55	63	62	56	19	23	26	21	49	40	58	25	11	53	24	
7	46	54	7	48	0	11	32	44	40	39	4	29	38	31	6	46	49	23	51	
4	14	32	43	36	30	0	10	28	35	10	7	26	27	20	24	41	40	1	48	
63	38	72	40	61	81	45	0	26	82	23	6	35	31	48	83	54	48	68	61	
40	25	59	21	30	66	46	19	0	22	26	54	9	54	10	47	28	5	56	8	
17	26	52	7	7	43	43	42	54	0	3	39	11	31	20	56	5	16	33	25	
65	34	23	61	31	51	67	28	25	53	0	25	65	15	38	34	59	16	19	12	
19	58	33	9	9	29	45	28	46	44	14	0	41	45	2	33	32	19	19	16	
3	42	50	26	13	29	29	21	46	18	22	25	0	12	38	16	8	35	19	36	
32	24	63	68	34	58	39	9	22	60	14	39	39	0	36	71	39	3	48	52	
73	42	3	27	34	21	34	68	82	55	50	57	67	60	0	62	61	59	85	72	
31	37	53	7	21	57	12	11	39	13	17	47	23	14	4	0	19	30	47	24	
39	34	30	66	9	61	32	43	19	80	66	23	4	10	29	74	0	49	55	5	
75	20	53	31	48	41	3	13	55	57	4	49	65	45	44	64	63	0	49	42	
46	58	28	39	32	39	53	6	24	31	35	3	43	23	16	20	37	48	0	57	
41	14	44	29	31	31	67	55	52	23	1	52	35	42	34	57	29	40	46	0	
