10  2  1
2
	0	8	1	44
	0	35	1	7
	0	49	1	40
	0	33	1	61
	0	59	1	54
	0	67	1	49
	0	58	1	74
	0	77	1	54
	0	92	1	36
	0	92	1	89
SSD
M0
0	30	25	86	62	49	82	49	4	44	
107	0	58	87	2	22	17	18	36	60	
72	103	0	94	9	49	40	94	84	33	
3	5	36	0	42	60	1	58	15	35	
55	36	6	26	0	34	34	67	67	59	
76	77	77	78	111	0	51	69	73	117	
49	51	9	13	47	34	0	40	57	27	
69	78	59	40	41	85	74	0	6	100	
44	46	77	8	83	64	42	27	0	76	
38	6	25	81	43	2	58	59	50	0	
M1
0	85	65	103	63	24	6	86	102	13	
73	0	78	47	27	37	115	112	62	61	
24	3	0	41	37	47	66	48	72	71	
85	5	66	0	39	7	85	4	74	69	
26	69	85	54	0	39	62	48	98	83	
54	70	31	55	53	0	29	86	92	60	
70	49	6	67	76	92	0	9	28	74	
72	22	8	24	13	66	114	0	25	11	
82	2	79	56	36	28	59	41	0	49	
50	47	54	30	51	13	41	44	80	0	
