10  4  1
4
	0	89	1	4	2	22	3	59
	0	59	1	7	2	80	3	88
	0	90	1	66	2	86	3	19
	0	38	1	93	2	66	3	5
	0	94	1	51	2	20	3	97
	0	83	1	18	2	14	3	2
	0	9	1	81	2	56	3	25
	0	87	1	63	2	39	3	50
	0	4	1	15	2	70	3	50
	0	13	1	7	2	22	3	36
SSD
M0
0	10	47	46	36	17	39	18	43	1	
21	0	3	26	37	18	25	3	39	2	
5	36	0	20	9	13	3	27	28	38	
1	32	35	0	37	30	42	33	45	14	
29	4	10	35	0	23	7	31	22	28	
17	10	10	17	35	0	9	18	32	29	
32	43	17	19	45	27	0	15	16	38	
1	48	30	36	16	22	14	0	34	34	
12	33	29	24	32	7	10	34	0	42	
42	34	42	41	22	3	26	41	46	0	
M1
0	25	13	8	15	16	9	11	22	33	
1	0	13	13	20	16	14	16	23	11	
43	36	0	10	19	2	16	22	7	27	
46	43	17	0	44	25	35	26	1	13	
12	21	29	24	0	27	25	26	38	26	
27	35	31	10	46	0	35	2	27	22	
8	37	25	19	27	2	0	22	31	19	
18	27	14	28	37	17	27	0	17	5	
30	46	1	20	44	10	33	24	0	49	
32	24	2	18	35	5	15	6	5	0	
M2
0	24	8	28	22	12	2	28	30	15	
7	0	35	41	46	36	27	30	44	20	
42	10	0	18	30	22	34	20	43	20	
26	14	2	0	43	1	25	25	22	22	
25	7	11	22	0	26	44	17	7	42	
45	24	39	32	28	0	47	19	7	10	
1	6	20	8	9	33	0	35	29	17	
6	29	36	16	17	14	28	0	34	30	
21	19	24	37	43	29	3	42	0	3	
13	42	34	17	28	4	26	17	2	0	
M3
0	44	26	45	12	39	34	44	33	49	
35	0	20	11	6	5	24	10	19	28	
7	23	0	16	30	12	24	17	37	23	
19	2	4	0	42	10	21	15	16	14	
18	8	10	1	0	16	25	3	22	20	
28	11	13	4	44	0	17	3	25	23	
27	21	1	14	2	29	0	8	34	20	
22	18	13	20	41	27	31	0	10	29	
11	7	16	7	5	1	3	6	0	13	
36	19	21	12	31	6	25	11	24	0	
